Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
101350709331663,Golkar 2024,Yayasan Golkar Institut SPKP,39410845,154
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,17433056,47
23383061178,Prabowo Subianto,indonesia Adil makmur,8130372,7
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,7716547,70
108132042285089,Erwin Aksa,Yayasan Golkar Institute,7533946,137
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,3758397,10
104830667806476,Melihat Indonesia,Melihat Indonesia,3688802,102
111864151754055,Esensi TV,Esensi Tv,2063128,51
110419528729730,Golkar Makassar,Yayasan Golkar Institute,1729034,18
112121101796090,Opini 2024,Opini 2024,1691831,36
100159712647702,Fakta Anies Baswedan,Fakta Anies Baswedan,1611723,12
103301445622409,Aksi Tanggap Anies,Aksi Tanggap Anies,1343406,11
101804639078770,Unboxing Anies,Unboxing Anies,1142453,11
106918395489616,Golkar Institute SPKP,Yayasan Golkar Institut SPKP,988985,8
164909433966316,Suara Anies,Suara Anies,987156,11
168218596696591,Hetifah Sjaifudian,Yayasan Golkar Institute,893408,8
106690092440342,Pemilu KIT,PEMILU KIT,782943,18
102065762762655,Prajurit Merah Putih,Prajurit Merah Putih,546696,9
197545083607941,Harian Kompas,Harian Kompas,522873,18
120153057653803,Indonesia Bersatu,Indonesia Bersatu,504742,10
292939164731691,Relawan Herviano,Relawan Herviano,479182,35
256838011014355,Partai Gerakan Indonesia Raya (Gerindra),Partai Gerindra,469464,9
777302905787767,Gelora Muda,Gelora Muda,451607,1
1004727719661767,Rian Ernest,Yayasan Golkar Institute,444029,11
112376825007045,Dewi Juliani 2024,Dewi Juliani 2024,443801,27
119875381042949,Ketok Palu,Ketok Palu,438065,9
114688478248997,Buku Catatan Merah Putih,Buku Catatan Merah Putih,423742,8
101228692503239,Opini Publik,Opini Publik,401540,2
104920542152835,Caleg Pilihan Kita,Caleg Pilihan Kita,397703,10
101679818973699,Sahabat Ganjar Pranowo,Sahabat Ganjar Pranowo,388879,15
349963858704476,Komit Digital,Komit Digital,383954,63
110195418669687,Sahabat Yatim,Yayasan Sahabat Yatim Indonesia,378544,6
110438625290456,Benteng Perkasa,Benteng Perkasa,378036,8
101892459525100,Jejak Kaki Garuda,Jejak Kaki Garuda,370815,8
113908645002826,Suara Tak Terdengar,Suara Tak Terdengar,366122,7
108261702239604,Pemersatu Bangsa,Pemersatu Bangsa,341471,8
102213799392946,Nuansa 2024,Nuansa 2024,323570,6
105523409172833,Kicauan Garuda,Kicauan Garuda,321899,11
39253583478,PDI Perjuangan,PDI Perjuangan,320979,28
107600565668590,Munafri Arifuddin,Yayasan Golkar Institute,304058,7
110897011635842,Ganjar Jabar,Ganjar Nusantara Indonesia,303090,1
106894958316644,Relawan sintawati,Relawan sintawati,252934,16
178454335508598,Kertabumi Jogjakarta Store,These ads ran without a disclaimer,245354,1
1690573611256871,Pemerintah Kota Manado,Pemerintah Kota Manado,234301,1
101203454841155,Kota Kite,Kota Kite,231219,4
104317482149268,DPRD Provinsi Jawa Timur,DPRD Provinsi Jawa Timur,222728,13
292356614809409,Relawan Asandra salsabila,Relawan Asandra salsabila,221375,12
756567881057213,Airlangga Hartarto,Airlangga Hartarto,206234,6
213134478724731,DANIEL JOHAN,DANIEL JOHAN,200844,1
102735702350673,Publikberhaktau,Publikberhaktau,200690,2
122874340743006,Jasa Ucapan Video,Jasa Ucapan Video,194410,12
572779142753263,Freeport Indonesia,Freeport Indonesia,183116,4
225743208016201,Grace Anastasia PSI,Partai Solidaritas Indonesia,181981,1
109455838815878,Moveprenuere,Moveprenuere,180942,4
102273039070802,Info Terkini,Info Terkini,180322,14
