Page ID,Page name,Disclaimer,Amount spent (RON),Number of ads in Library
990747367737692,Cătălin Drulă,Uniunea Salvați România,4340,5
321890494859228,Vlad Gheorghe,GHEORGHE VLAD-DAN,1642,83
163943696987223,Ziarul Puterea,Ziarul Puterea,1504,34
291177524360702,Partidul Social Democrat,Partidul Social Democrat,1315,5
1395939193764858,Marcel Ciolacu,Partidul Social Democrat,1113,14
178362315106,European Parliament,European Parliament,1089,5
102601499822802,RMDSZ,RMDSZ,1012,13
1133289623473565,Lucian Patrascu,Partidul Social Democrat,788,8
379633622148337,RMDSZ Nőszervezet,RMDSZ Nőszervezet,579,4
181375448581167,Partidul Naţional Liberal,Partidul National Liberal,564,6
175293925828191,Kelemen Hunor,RMDSZ,559,5
107898832590939,European Commission,European Commission,552,1
108295090637741,ASAP România,Fundatia The Institute,547,4
112664490103704,Salvăm România,Salvăm România,435,3
1058116737612843,USR,Uniunea Salvați România,426,2
104214448943442,Adrian Niță,Nita Adrian,400,1
177357623816,Ziare.com,Ziare.com,394,1
1653699758248627,Ion ȘTEFAN,Ion ȘTEFAN,389,2
1559885467641191,Râul Alb,Râul Alb,381,6
207741001672,Speranta pentru Romania,Speranta pentru Romania,369,4
137651470305528,Federația Patronală Petrol și Gaze,Federatia Patronală Petrol și Gaze,337,10
180808795707557,Soldan George,Partidul Social Democrat,312,4
106107464631160,Cristian Bordei,Cristian Bordei,303,3
2546711162025064,Politice.net,politice.net,298,2
1577877239102295,Nicolae Ionel Ciucă,Partidul National Liberal,283,4
872508899534866,Gelu Panfil,Gelu Panfil,280,1
113873916863079,Mathias Corvinus Collegium - Erdély,Mathias Corvinus Collegium Egyesület,257,19
123526378261795,Stiri Locale,Stiri Locale,246,3
697451833786949,Mihai Polițeanu,POLITEANU MIHAI-LAURENTIU,235,4
731035500293728,Siegfried Muresan,Siegfried Muresan,219,1
113795383753850,Viorel Băltărețu,Cabinet Parlamentar Viorel Băltărețu USRPLUS Cluj,218,11
200504554237674,USR Teleorman,USR Teleorman,215,2
494469087244449,Eugen Tomac,Eugen Tomac,214,1
337159212964962,Ziua de Cluj,Ziua de Cluj,212,3
1408452646080627,Marius Screciu,SCRECIU MARIUS-VASILE,207,2
100187575506085,Bogdan Balaniscu,Partidul Social Democrat,197,5
165467823513147,Alin Tișe,Alin Tișe,195,3
103699915626820,NyárON Szereda,NyárON Szereda,188,13
182546041796641,Costel Alexe,Costel Alexe,181,3
612912695435095,Factual,Factual,180,7
149371012371397,Newsweek Romania,Newsweek Romania,176,3
110980981783633,Modernizăm România,Partidul National Liberal,171,1
176989973158138,Guvernare.net,Guvernare.net,168,3
360828814115641,Asociatia Slujire Crestina,Asociatia Slujire Crestina,167,3
177708185581280,Erdélyi Magyar Szövetség,Erdélyi Magyar Szövetség,166,8
109849657256655,60m.RO,60M.RO,164,11
108131401342424,Adrian Vigheciu,Adrian Vigheciu,161,2
1157480384268430,Partidul Umanist Social Liberal PUSL Sediul Central,Partidul Umanist Social Liberal,159,8
827831393930594,Alin Ignat,IGNAT ION-ALIN-DAN,157,2
102106432515274,Partidul Patriotilor,Partidul Patriotilor,150,1
106809077982489,"Fundatia ""Perfect Civic""",Fundația „Perfect Civic”,146,1
101462959574536,Agrocentrala,Agrocentrala,144,5
329619180721358,Cosette Chichirău,Chichirau Cosette-Paula,141,2
1569314583329364,Vergil Chițac,Vergil Chițac,138,1
494469087244449,Eugen Tomac,Partidul Miscarea Populara,137,1
767582706713570,Allen Coliban,USR Brașov,132,2
104519198394311,Rareș Hopincă,Rareş Hopincă,131,1
1047658422027323,Dan Ivan,Ivan Dan,130,2
1498149113813076,Florin Cîţu,CITU FLORIN-VASILE,128,2
108338331744300,Ionel PETRE,Star Systems Packing,128,2
111105537419564,Oana Murariu,Oana Murariu,128,1
109556372802910,USR Dolj,USR Dolj,125,2
111994375162231,Sondaje Dambovita,Media Flux Dâmbovița SRL,124,2
490181697757865,Antal Lóránt,Birou Senatorial Antal Lóránt Szenátori Iroda,123,6
1780528075550888,USR Vrancea,Uniunea Salvați România - USR,118,1
109219267650851,Patriciu Achimaș-Cadariu,Patriciu Achimaș-Cadariu,115,1
971907786352729,USR Cluj,USR Cluj,115,2
114319753592403,AFACERI.news,Horia-Marius Bogdan,114,3
200480966638039,Supremacy 1914,These ads ran without a disclaimer,113,3
100211372942318,România=GEȚIA,Mărgărit-Daniel Buzoi,111,1
107126744527532,Farcaș Mihai-Dan,FARCAS MIHAI DAN,108,2
1876727935882404,Bogdan Bola,BOLA BOGDAN-ALEXANDRU,107,3
523106417867452,Mircea Fechet,Mircea Fechet,106,1
1930703783625250,Sorin Vrajitoru,Sorinel-Marian Vrajitoru,106,2
557284874779877,Mihai Coteț,Mihai Cotet,105,1
883243308450205,Costin Răsăuţeanu,Costin Răsăuţeanu,≤100,2
104519198394311,Rareș Hopincă,Rares Hopinca,≤100,3
144709575593854,EESC - European Economic and Social Committee,EESC - European Economic and Social Committee,≤100,2
186612088034700,Facias - Fundatia pentru Apararea Cetatenilor Impotriva Abuzurilor Statului,FACIAS,≤100,6
109097618335138,Eduard Mititelu,Eduard Mititelu,≤100,1
375782699694430,USR Ialomița,USR Ialomița,≤100,1
686190454826244,Declic,Declic,≤100,34
1161590740517881,Tomis News,Tomis News,≤100,7
225783874101141,Institutul pentru Politici Sociale,Institutul pentru Politici Sociale,≤100,8
356582831057941,Cristian Matei,Cristian Matei,≤100,3
