Location name,Amount spent (NOK)
Akershus,19958
Aust-Agder,5704
Buskerud,7691
Finnmark,3846
Hedmark,4970
Hordaland,10859
Møre og Romsdal,5472
Nord-Trøndelag,3373
Nordland,9289
Oppland,4743
Oslo,36209
Rogaland,12362
Sogn og Fjordane,1863
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,8385
Telemark,4820
Troms,5797
Unknown,≤100
Vest-Agder,9569
Vestfold,5868
Østfold,7031
