Location name,Amount spent (VND)
An Giang Province,137881
Bà Rịa–Vũng Tàu Province,203641
Bình Dương Province,283777
Bình Phước Province,164822
Bình Thuận Province,163834
Bình Định Province,350785
Bạc Liêu Province,58667
Bắc Giang Province,450736
Bắc Kạn Province,82491
Bắc Ninh Province,313525
Bến Tre Province,83768
Cao Bằng Province,79229
Cà Mau Province,133251
Cần Thơ,120553
Da Nang,329297
Gia Lai Province,204316
Haiphong,403344
Ho Chi Minh City,1065210
Hà Giang Province,116009
Hà Nam Province,165353
Hà Tĩnh Province,434311
Hòa Bình Province,221320
Hưng Yên Province,215641
Hải Dương Province,441372
Hậu Giang Province,45781
Khánh Hòa Province,196851
Kiên Giang Province,166707
Kon Tum Province,68715
Lai Châu Province,39359
Long An Province,127035
Lào Cai Province,155234
Lâm Đồng Province,202947
Lạng Sơn Province,138695
Nam Định Province,403204
Nghệ An Province,927549
Ninh Bình Province,198568
Ninh Thuận Province,65775
Phú Thọ Province,504839
Phú Yên Province,121696
Quảng Bình Province,277652
Quảng Nam Province,250524
Quảng Ngãi Province,247231
Quảng Ninh Province,276728
Quảng Trị Province,164440
Sóc Trăng Province,90710
Sơn La Province,175209
Thanh Hóa Province,831078
Thái Bình Province,317723
Thái Nguyên Province,311151
Thừa Thiên–Huế Province,419207
Tiền Giang Province,133930
Trà Vinh Province,87383
Tuyên Quang Province,318142
Tây Ninh Province,128396
Unknown,353
Vĩnh Long Province,65740
Vĩnh Phúc Province,248270
Yên Bái Province,239411
Điện Biên Province,103487
Đắk Lắk Province,332278
Đắk Nông Province,95760
Đồng Nai Province,394133
Đồng Tháp Province,139333
