Location name,Amount spent (TWD)
Changhua,8249
Chiayi,2538
Hsinchu,3680
Hsinchu City,6206
Hualien,3636
Kaohsiung,28635
Keelung City,3553
Kinmen,667
Lienchiang,≤100
Miaoli,4492
Nantou,3960
New Taipei City,44216
Penghu,788
Pingtung,5378
Taichung,32088
Tainan,18958
Taipei,33879
Taitung,1763
Taoyuan City,27348
Unknown,4249
Yilan,2921
Yunlin,4892
