Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1253
Bicol Region,7847
Cagayan Valley,3739
Calabarzon,18026
Caraga,2136
Central Luzon,18157
Central Visayas,7824
Cordillera Administrative Region,1721
Davao Region,4228
Eastern Visayas,4486
Ilocos Region,4341
Metro Manila,33956
Mimaropa,3031
Northern Mindanao,3784
Soccsksargen,3443
Unknown,≤100
Western Visayas,8114
Zamboanga Peninsula,2647
