Location name,Amount spent (CZK)
Central Bohemian Region,9832
Hradec Králové Region,4108
Karlovy Vary Region,2276
Liberec Region,3110
Moravian-Silesian Region,8285
Olomouc Region,4551
Pardubice Region,3432
Plzeň Region,4174
Prague,18665
South Bohemian Region,4079
South Moravian Region,9758
Unknown,≤100
Vysočina Region,2972
Zlín Region,3510
Ústí nad Labem Region,6661
