Location name,Amount spent (NOK)
Akershus,4969
Aust-Agder,916
Buskerud,1938
Finnmark,615
Hedmark,1406
Hordaland,4370
Møre og Romsdal,2057
Nord-Trøndelag,933
Nordland,1801
Oppland,1209
Oslo,11975
Rogaland,3444
Sogn og Fjordane,813
Sør-Trøndelag,2879
Telemark,1045
Troms,1316
Unknown,≤100
Vest-Agder,2982
Vestfold,1561
Østfold,1795
