Location name,Amount spent (NOK)
Akershus,1856
Aust-Agder,361
Buskerud,882
Finnmark,333
Hedmark,697
Hordaland,2168
Møre og Romsdal,1453
Nord-Trøndelag,799
Nordland,1186
Oppland,674
Oslo,5052
Rogaland,1540
Sogn og Fjordane,443
Sør-Trøndelag,1842
Telemark,557
Troms,709
Unknown,≤100
Vest-Agder,712
Vestfold,826
Østfold,1163
