Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
103704155350118,Gates Foundation India,The Bill & Melinda Gates Foundation,542773,7
294493857651676,Rahul Gandhi,Indian National Congress,94678,27
278423842321236,BJP Rajasthan,BJP Rajasthan,89392,37
1521106071438318,CMO Chhattisgarh,SHREERAM ADVERTISING AND MARKETING,47803,12
953600271404690,BJP Meghalaya,Bharatiya Janata Party,41873,17
1488581191158902,Conscious Planet,Isha outreach,35670,8
105671775473178,Jan Suraaj,Jan Suraaj,32135,58
107395897271506,Kutumb,Swatantra Verma,31666,45
158714780827513,UNFPA,UNFPA,27362,1
101713962007976,Amrit Mahotsav,Amrit Mahotsav,24248,5
168694379812269,Astroyogi,These ads ran without a disclaimer,24247,3
1521106071438318,CMO Chhattisgarh,Span Communications,17065,6
791496597580042,Miracles Academy Of Arts & Media Pvt.Ltd.,Miracles Academy Of Arts & Media Pvt.Ltd.,16433,1
111700018440032,Maharashtra's King & Queen 2023,Mantra Media Pvt Ltd,15971,10
523121567889527,Jitender Kumar Bhardwaj,Jitender Kumar Bhardwaj,15346,4
107864648831408,Nammavar Kamal Haasan,Nammavar kamal hassan,12576,16
174283119250672,Save the Children India,Bal Raksha Bharat,11715,42
109354741887336,Udhay Anna - உதய் அண்ணா,Politicode,11684,27
148734078653606,Bloomingdale International School,Bloomingdale International School,10262,1
109888271582555,Be The Change For TB,Johnson & Johnson India Private Limited,9657,7
21169267101,Give,Give,8933,7
1770518973014321,Kuldeep Vats,Click2Public Technologies OPC Pvt. Ltd.,8626,22
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,8324,1
1521106071438318,CMO Chhattisgarh,IVS Corporation,8162,3
100626912687369,ಕೈ ಏರಿಸಿ ಕರುನಾಡಿಗಾಗಿ,Kai Yerisi  Karunadigagi,8108,12
109986065209042,Mera Apna Rahul,Mera Apna Rahul,7880,34
146702709146110,Ashu Singh Surpura,Ankit Kumawat,7835,5
605390272841833,Shrirang Appa Barne,Abhay Balu Ahire,7760,9
1987488401557504,Mahathugbandhan - महाठगबंधन,Mahathugbandhan - महाठगबंधन,7670,16
184278081698180,Ashok Gehlot,Ashok Gehlot,7561,1
574079826086251,Phir Ek Baar Modi Sarkar,phirekbaarmodisarkar.com,7540,14
109707661884154,Indian Compass,theindiancompass.com,7220,15
1947296068903392,Vinay Saxena,Manish Soni,6971,6
132495066874513,GAIL (India) Limited,social cloud ventures,6892,8
102377305543409,AITC Meghalaya,Indian Political Action Committee,6869,75
479998865355592,Aditya Birla Group,Aditya Birla Group,6515,2
110431218358189,Take Back Bengaluru,Take Back  Bengaluru,6348,5
201141296623500,Prakash Koliwad,DesignBoxed,5892,31
347337386104390,Rama Chandra Yadav,B Ramachandra,5792,3
103782051383159,School of Politics,School of Politics,5756,93
105617802345989,BQ Prime Hindi,Bloomberg Quint,5671,1
109986065209042,Mera Apna Rahul,MeraApnaRahul,5639,60
365136584238569,Shiv Deswal Degana,Brand Balance Private Limited,5636,5
411129449009589,K.C. Venugopal,K.C.Venugopal,5488,13
107878575961821,Sukhbir Singh Badal,Shiromani Akali Dal,5302,1
132689140088396,smilefoundation,Smile Foundation,5271,10
108366798238330,Haryana Affordable Housing Scheme,Arpit Mittal,5175,2
110846984022901,MPIDC,Anand Raj Singh,4860,40
1683288981905541,Google,These ads ran without a disclaimer,4805,1
224618077692752,Sanjay Tandon,Saraansh Tandon,4709,5
100214898257722,Bhak Budbak - भक बुड़बक,bhakbudbak.com,4647,33
113541631336757,Conman Conrad,Conman Conrad,4586,12
109076322510196,Saviour Education Abroad,Saviour Education Abroad OPC Pvt Ltd,4251,32
101930428837420,Akhil Gogoi,Debanga Sourav Gogoi,4237,1
186199704897466,RD Foundation,RD Foundation,4217,11
187668288312583,Otrivin,Haleon India,4191,4
100448149494077,Devashish Dev,Devashish Dev,4163,12
573455786084034,Dr Shrikant Eknath Shinde,Pratik Sunil Sharma,4064,1
110354025155640,डिप्टी मेयर प्रत्याशी गौतम कुमार गोविंदा नगर निगम मुंगेर,डिप्टी मेयर प्रत्याशी गौतम कुमार गोविंदा नगर निगम मुंगेर,3962,2
270666596375251,Jhatkaa.org,These ads ran without a disclaimer,3857,1
1510631479236816,Hawa Badlo,social cloud ventures Pvt Ltd,3843,5
285029500623,CARE India,CARE India,3789,14
1433526693616228,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,Himachali Rishta - हिमाचली रिश्ता डॉट कॉम,3665,12
101538858448134,The Summer News,Gagandeep Singh,3431,13
547354238619670,Dr. Ashwath Narayan,Vijay S,3324,2
357016611315216,पूर्व महापौर विभा कुमारी पुर्णिया,Abhay Kumar,3280,9
107261282229121,जैन कलार समाज - प्रयास पॅनल,Shrikant Rangnathrao Shivankar,3246,6
746568209028564,Dr. Basu Eye Hospital,Dr. Basu Eye Hospital,3209,3
466642616726169,Parul University,Parul University,3194,6
100600939487805,सरोज सिंह - उपमहापौर प्रत्याशी पूनम देवी,Saroj Kumar Singh,3162,3
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,3136,19
2078242259060363,Kukufm,Mohana Saha,3135,59
1418673848396428,H D Kumaraswamy,Pancharatnayojane,3105,5
718602095652380,North East with NaMo,marvelousmanipur.com,3000,12
108923581963430,Nirmamata,nirmamata.com,3000,66
109772347318584,Khotikarok Modi,Khotikarok Modi,2996,3
102112998968049,भाषण कला स्पेशल,Pavankumar Dadasaheb Jadhav,2992,2
110861521871409,हुल्लड़,Ajit Kumar,2981,14
112974311640682,राकेश कुमार-महापौर प्रत्याशी,Rakesh Kumar,2886,2
20386543316,WWF-India,Mukesh Nauhwar,2884,1
114905439949088,Karuna Ashok Chandak,Coceptual Media,2843,26
103214551475043,Akhoury Onkar Nath,Deepak Kumar,2840,8
109108857431254,Citizen Saikat Chatterjee,Pratima Barman,2781,9
105815225595031,मोदी साथे राजस्थान,modisaatherajasthan.com,2760,18
108102345201383,Pappu Gappu - पप्पू गप्पू,PappuGappu.com,2737,18
108513595436436,Niraj Kumar,Parth,2735,1
107414168269023,Telangana Atma Gouravam,telanganaatmagouravam.com,2700,47
715957668600858,Garima Devi Sikaria,Prashant Kumar,2673,1
100323604995836,Ramdas Patil Sumthankar,Swapnil Dilip Byale,2662,6
381955135781255,Distoy Farak Shivshahi Parat,shivshahiparat.com,2646,22
479998865355592,Aditya Birla Group,These ads ran without a disclaimer,2621,3
