Location name,Amount spent (MYR)
Johor,1091
Kedah,273
Kelantan,≤100
Kuala Lumpur,537
Labuan,≤100
Malacca,125
Negeri Sembilan,119
Pahang,105
Penang,340
Perak,203
Perlis,≤100
Putrajaya,≤100
Sabah,235
Sarawak,229
Selangor,703
Terengganu,≤100
Unknown,≤100
