Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
102811109411234,Do:łącz,Dołącz,4836,21
178362315106,European Parliament,European Parliament,2682,16
122074554119,EU Social,EU Social,2652,4
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1881,19
102931488739,Platforma Obywatelska,Platforma Obywatelska,1844,20
107750507339408,Bart Staszewski,Fundacja Basta,1832,1
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,1793,209
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,1629,4
342536459089859,Beata Kempa,Grupa EKR - Beata Kempa MEP,1627,4
57544755889,Amnesty International Polska,Amnesty International Polska,1244,27
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,1112,13
618179678235315,wschód,wschód,845,5
339855706171439,Dobra Fabryka,Dobra Fabryka,739,5
160978464020426,Sławomir Nitras,Sławomir Nitras,634,14
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,605,14
104581499325617,Wybory bez picu,Obywatelska Kontrola Wyborów,591,11
511908632322302,Artur Chojecki - Wojewoda Warmińsko-Mazurski,Artur Chojecki - Wojewoda Warmińsko-Mazurski,523,6
513969188677442,Compassion Polska,Compassion Polska,498,8
959387840744974,Bezpartyjni Samorządowcy,Bezpartyjni Samorządowcy,481,34
387124011444132,Wojciech Saługa Poseł na Sejm,Wojciech Saługa Poseł na Sejm,431,5
101642942680755,Nie daj się kupić • STOP Handlowi Ludźmi,Nie daj się kupić • STOP Handlowi Ludźmi,430,1
371359310400318,Janusz Kowalski,Janusz Kowalski,410,18
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,406,5
110554885250920,Postawmy na młodzież,Stowarzyszenie Projekt Poznań,397,54
228168274881,wysokieobcasy,wysokieobcasy,378,5
335107452998,"InPost - Paczkomat, Kurier","InPost - Paczkomat, Kurier",356,4
104442609633150,Lubuskie,Lubuskie,353,3
653937168081792,PZU,Powszechny Zakład Ubezpieczeń Spółka Akcyjna (PZU SA),350,6
110876148028220,Izabela Bodnar,Izabela Bodnar,335,15
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,324,3
178415208919146,Suwerenna Polska,Solidarna Polska,324,5
105636040979969,Polska 2050,Polska 2050 Szymona Hołowni,316,14
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,313,2
123910440019,Renew Europe,Renew Europe Group,311,1
1683534065241470,OKO.press,OKO.press,298,10
129996417011607,Marcin OCIEPA,Marcin OCIEPA,289,4
142614625077,WWF Polska,These ads ran without a disclaimer,279,2
1227194230675141,Pratia,Pratia SA,269,7
100392322548102,Lekarze bez Granic,"Fundacja ""Lekarze bez Granic""",267,4
256314858405394,Paweł Olszewski,Paweł Olszewski,262,5
1432065937006559,Polski Związek Tenisa Stołowego,Polski Związek Tenisa Stołowego,261,1
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,255,10
107590839282206,BNP Paribas Bank Polska,BNP Paribas Bank Polska S.A.,255,4
145329992215815,Piotr Król,Piotr Król,245,3
292640324174614,Hellozdrowie.pl,Redakcja Hello Zdrowie,231,8
104997021319572,FSC Polska,FSC Polska,231,2
113905148397308,Portal Obronny,Se.pl,230,5
395533923834784,PSL Mazowsze,PSL Mazowsze,222,13
434225653303734,Fundusze Europejskie dla Mazowsza,Agencja Reklamowa DSK Sp z o.o.,221,7
202473923251760,Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku,Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku,215,11
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,210,9
114699243232023,Paweł Jabłoński,Paweł Jabłoński,208,6
