Location name,Amount spent (TRY)
Adana Province,1105
Adıyaman Province,140
Afyonkarahisar Province,241
Aksaray Province,182
Amasya Province,120
Ankara Province,3079
Antalya Province,1385
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,434
Ağrı Province,≤100
Balıkesir Province,592
Bartın Province,≤100
Batman Province,163
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,122
Burdur Province,≤100
Bursa Province,1565
Denizli Province,424
Diyarbakır Province,358
Düzce Province,208
Edirne Province,181
Elazığ Province,135
Erzincan Province,≤100
Erzurum Province,173
Eskişehir Province,381
Gaziantep Province,814
Giresun Province,174
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,820
Isparta Province,172
Istanbul Province,12549
Iğdır Province,≤100
Kahramanmaraş Province,367
Karabük Province,≤100
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,118
Kayseri Province,682
Kilis Province,≤100
Kocaeli Province,612
Konya Province,2009
Kütahya Province,180
Kırklareli Province,131
Kırıkkale Province,≤100
Kırşehir Province,≤100
Malatya Province,197
Manisa Province,543
Mardin Province,218
Mersin Province,1203
Muğla Province,682
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,109
Ordu Province,289
Osmaniye Province,190
Rize Province,130
Sakarya Province,235
Samsun Province,637
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,156
Tekirdağ Province,680
Tokat Province,256
Trabzon Province,345
Tunceli Province,≤100
Unknown,≤100
Uşak Province,151
Van Province,188
Yalova Province,≤100
Yozgat Province,105
Zonguldak Province,746
Çanakkale Province,469
Çankırı Province,≤100
Çorum Province,173
İzmir Province,3034
Şanlıurfa Province,521
Şırnak Province,112
