Location name,Amount spent (TWD)
Changhua,5949
Chiayi,1355
Hsinchu,2779
Hsinchu City,4840
Hualien,2001
Kaohsiung,19078
Keelung City,2930
Kinmen,325
Lienchiang,≤100
Miaoli,2994
Nantou,3526
New Taipei City,33533
Penghu,514
Pingtung,3583
Taichung,25946
Tainan,13141
Taipei,28205
Taitung,1112
Taoyuan City,21229
Unknown,2305
Yilan,2048
Yunlin,3430
