Location name,Amount spent (CAD)
Alberta,11424
British Columbia,19776
Manitoba,4211
New Brunswick,1496
Newfoundland and Labrador,1080
Northwest Territories,186
Nova Scotia,1586
Nunavut,158
Ontario,31183
Prince Edward Island,1106
Quebec,27686
Saskatchewan,2013
Unknown,≤100
Yukon,163
