Location name,Amount spent (NZD)
Auckland Region,1361
Bay of Plenty Region,319
Canterbury,544
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,156
Manawatu-Wanganui,212
Marlborough Region,≤100
Nelson Province,≤100
Northland Region,150
Otago,241
Southland,105
Taranaki,107
Tasman District,≤100
Unknown,≤100
Waikato,395
Wellington Region,424
West Coast,≤100
