Location name,Amount spent (TWD)
Changhua,8195
Chiayi,1641
Hsinchu,3200
Hsinchu City,5249
Hualien,2504
Kaohsiung,20461
Keelung City,2663
Kinmen,380
Lienchiang,≤100
Miaoli,2908
Nantou,4837
New Taipei City,34433
Penghu,695
Pingtung,4179
Taichung,28443
Tainan,15110
Taipei,27036
Taitung,1309
Taoyuan City,23227
Unknown,2885
Yilan,2212
Yunlin,5061
