Location name,Amount spent (USD)
Central Province,≤100
Copperbelt Province,≤100
Eastern Province,≤100
Luapula Province,≤100
Lusaka Province,116
Northern Province,≤100
Northwestern Province,≤100
Southern Province,≤100
Unknown,≤100
Western Province,≤100
