Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,7042,398
1621692424754301,Minderoo Foundation,Minderoo Foundation,6478,20
101589645013040,Thrive by Five,Thrive By Five,5551,26
532962446729390,Australian Families,Department of Social Services,4022,49
299753643444311,AEC,Australian Electoral Commission,3355,30
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,2834,25
514475628623089,Our Watch,Our Watch,2070,2
494820897261439,Bank Australia,Bank Australia,1788,51
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,1608,48
10113538711,WWF-Australia,WWF-Australia,1504,11
104180525925926,Fair Australia,Advance Australia,1443,11
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,1335,15
350996037887,Beyond Zero Emissions,Beyond Zero Emissions,1301,42
845410525497100,Launch Housing,Launch Housing,1288,66
108695110952294,Greens MPs,Greens MPs,1200,18
160054227468,World Vision Australia,World Vision Australia,1164,14
1776727752614025,Glencore,Glencore Australia,935,12
171208803080734,Simon Birmingham,Simon Birmingham,881,16
536780606335962,Michelle Landry,Michelle Landry,793,7
89794331215,Oxfam,Oxfam Australia,773,98
113998151684022,Referendum News,Advance Australia,744,13
117806591312470,Not Enough,Advance Australia,706,24
119271104477423,Essential Medicine Shortages,The Pharmacy Guild of Australia,688,13
1606513883009154,Kerrynne Liddle - Liberal Senator for SA,Senator Kerrynne Liddle,676,5
182564410468,Australia for UNHCR,Australia for UNHCR,671,85
102329728050606,Yes23,Yes23,626,19
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,621,22
101791315693,Destiny Rescue,Destiny Rescue,587,34
345960425540557,The Climate Council,The Climate Council,586,27
134712696593275,Dan Andrews,Daniel Andrews MP,586,4
352953834815624,Jason Wood MP,Jason Wood MP,575,11
231341250224498,Australian Ethical Investment,Australian Ethical Investment,520,64
161854162881,Greenfleet,Greenfleet,482,28
104419985146228,Ekō Australia,Ekō Australia,480,2
157812980921536,Environmental Defenders Office,Environmental Defenders Office,437,88
149648047339,Save the Children Australia,Save the Children Australia,433,46
131323986885201,Senator Helen Polley,Helen Beatrice Polley,422,2
106867582081714,"Department of Climate Change, Energy, the Environment and Water","Department of Climate Change, Energy, the Environment and Water",399,4
399509993393842,Senator Anne Ruston,Senator Anne Ruston,397,18
1670517743250253,Save the Daintree Rainforest,Rainforest 4 Foundation Ltd,385,107
10852627380,World Animal Protection Australia,World Animal Protection Australia,379,25
194784127232544,SBS Arabic24,SBS Arabic24,375,4
425487554863185,First Peoples' Assembly of Victoria,First Peoples' Assembly of Victoria,370,31
486290621414640,Australian Government Department of Health and Aged Care,Australian Government Department of Health,367,2
316480331783930,Australian Unions,Australian Unions,364,77
8422338499,The Wilderness Society,The Wilderness Society,358,43
1766598643576242,Place Score,PLACESCORE,357,25
104389532222332,Solutions,Solutions for Australia,356,6
157481181070130,Indigenous Employment Australia,Indigenous Employment Australia,340,116
107939487783753,Garth Hamilton MP,Garth Hamilton MP,332,26
362805317148988,Keith Pitt,Keith Pitt,331,6
2232624883416629,Melissa McIntosh MP,Melissa McIntosh MP,325,14
332509390785960,Angie Bell MP,Angie Bell MP,324,1
44295826958,Australian Marine Conservation Society,Australian Marine Conservation Society,322,6
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,307,3
936147539773859,Great Barrier Reef Foundation,Great Barrier Reef Foundation,287,94
147373667055,Senator Nick McKim,Senator Nick McKim,265,2
140527268700,Act for Peace,Act for Peace Ltd,260,24
2063329587276680,Anika Wells MP,Anika Wells MP,260,10
1845447639031005,Mayor Bradburn,These ads ran without a disclaimer,260,1
694832627392516,Prime Super,Prime Super,251,121
423722634317667,Scott Buchholz MP,Scott Buchholz MP,248,4
54879226285,Teach For Australia,Teach For Australia,246,31
109529059078471,Australian Himalayan Foundation,Australian Himalayan Foundation,246,14
90728602000,Greening Australia,Greening Australia,239,41
547466642107014,Josh Wilson MP,Josh Wilson MP,239,3
125812604095801,Invasive Species Council,Invasive Species Council,234,119
148322645565800,Andrew Wallace - LNP Federal Member for Fisher,Andrew Wallace MP,234,2
105348385388237,Senator Babet,Ralph E D Babet,227,7
1513078735604544,Dept of Communities and Justice NSW - safer together,Department of Communities and Justice,224,4
106781541738067,Verve Money,Verve Money,223,10
129819533748295,Andrew Leigh MP,Andrew Leigh MP,223,2
145262132264710,Angus Taylor MP,Angus Taylor MP,222,5
150698155004187,Senator Louise Pratt,Senator Louise Pratt,222,6
120293124702126,Australian Monarchist League,Australian Monarchist League,216,1
312189205577810,Australian & New Zealand Mental Health Association,AST Management,215,3
102453932266472,Aaron Violi MP,Aaron Violi MP,214,3
523586527672529,Annastacia Palaszczuk MP,Annastacia Palaszczuk MP,211,13
948595148496917,Andrew Hastie,Andrew Hastie,210,24
2383045228374491,CPAC Australia,Conservative Political Action Network Ltd,208,14
101791443183,Melbourne Water,Melbourne Water,207,4
317158175535179,BitLife,These ads ran without a disclaimer,207,4
708439212837712,Tasmanian Government,Department of Premier and Cabinet,194,3
198538033525283,deadly stories,"Department of Seniors, Disability Services and Aboriginal and Torres Strait Islander Partnership",193,4
174666115898903,Jerome Laxale MP,Jerome Laxale,192,2
726565307466774,Peta Murphy MP Federal Member for Dunkley,Peta Murphy MP Federal Member for Dunkley,192,5
200819325600,ActionAid Australia,ActionAid Australia,188,59
21591025194,The University of Melbourne,The University of Melbourne,186,9
107765634022348,Henry Pike MP,Henry Pike MP,183,16
272757739102,Engineers Australia,Engineers Australia,177,9
504855933190931,Time for Change - Change Aged Care,United Workers Union,176,33
1660905180833979,Parliament of Victoria,Parliament of Victoria,175,12
121201504755819,Animal Justice Party AJP Victoria,Animal Justice Party,174,45
387624131383295,Dept of Communities and Justice NSW - stronger together,Department of Communities and Justice,173,2
113174381629359,Alcoa Australia,Alcoa Australia,172,12
134195116658191,UNSW Law & Justice,UNSW Sydney,170,1
117058357932949,Constitutional Equality,Constitutional Equality,169,14
376006035816016,Storyworth,These ads ran without a disclaimer,162,1
162107547181406,LNP - Liberal National Party,Liberal National Party of Queensland,161,11
708298282615442,Ted O'Brien MP - Federal Member for Fairfax,Ted O'Brien MP,161,3
341910905847062,Asylum Seeker Resource Centre (ASRC),Asylum Seeker Resource Centre (ASRC),158,51
373523642668552,Energy - Queensland,Department of Energy and Public Works,157,13
353909191473562,Darren Chester MP,Darren Chester MP,153,4
32799215298,Animals Australia,Animals Australia,152,17
361491373921077,Solar Citizens,100% Renewable Community Campaign Public Fund,149,15
76212817063,CARE Australia,CARE Australia,148,6
161107919341,Save Our Marine Life (Australia),Save Our Marine Life (Australia),147,12
256684855281573,James Stevens MP,James Stevens MP,143,1
279645455502809,Ross Vasta MP,Ross Vasta MP,140,3
