Location name,Amount spent (USD)
Chaouia-Ouardigha,≤100
Doukkala-Abda,≤100
Fès-Boulemane,114
Gharb-Chrarda-Béni Hssen,≤100
Grand Casablanca,340
Guelmim-Es Semara,≤100
Laâyoune-Boujdour-Sakia El Hamra,≤100
Marrakesh-Tensift-El Haouz,107
Meknès-Tafilalet,≤100
Oriental,≤100
Oued Ed-Dahab-Lagouira,≤100
Rabat-Salé-Zemmour-Zaer,186
Souss-Massa-Drâa,119
Tadla-Azilal,≤100
Tangier-Tetouan,144
Taza-Al Hoceima-Taounate,≤100
Unknown,≤100
