Location name,Amount spent (CHF)
Aargau,241
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,170
Basel-Landschaft,791
Bern,254
Canton of Geneva,724
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,230
Fribourg,≤100
Graubünden,≤100
Jura,≤100
Luzern,115
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,≤100
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,223
Zug,≤100
Zürich,11262
