Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,691
Bicol Region,8209
Cagayan Valley,3805
Calabarzon,20752
Caraga,1911
Central Luzon,12237
Central Visayas,7163
Cordillera Administrative Region,2010
Davao Region,4445
Eastern Visayas,3866
Ilocos Region,6820
Metro Manila,34495
Mimaropa,2265
Northern Mindanao,4112
Soccsksargen,3198
Unknown,≤100
Western Visayas,9280
Zamboanga Peninsula,3242
