Location name,Amount spent (NOK)
Akershus,4810
Aust-Agder,853
Buskerud,2093
Finnmark,765
Hedmark,1593
Hordaland,5003
Møre og Romsdal,2027
Nord-Trøndelag,1449
Nordland,1997
Oppland,1542
Oslo,13401
Rogaland,3827
Sogn og Fjordane,863
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,5037
Telemark,1419
Troms,1812
Unknown,≤100
Vest-Agder,1466
Vestfold,1780
Østfold,2126
