Page ID,Page name,Disclaimer,Amount spent (TWD),Number of ads in Library
148475335184300,Greenpeace 綠色和平 (台灣網站),Greenpeace 綠色和平 (台灣網站),62464,47
238507146264909,國際特赦組織 台灣分會 Amnesty International Taiwan,國際特赦組織 台灣分會 Amnesty International Taiwan,37941,198
693907914395620,良杯製所 Oolab,良杯製所 Oolab,25477,11
286487218798,遠見雜誌,遠見雜誌,9605,10
820612794778213,渣打銀行 Taiwan,渣打國際商業銀行,7752,3
105556085524776,Twpca-台灣野良犬照護協會,Twpca-台灣野良犬照護協會,7280,3
136185963597716,Cheap,Cheap,5979,11
106801464127093,目目非營利 MUVE NPO,目目非營利,4196,5
219315794887869,聯合報,聯合報股份有限公司,4038,41
177161918975981,基督教芥菜種會,基督教芥菜種會,3742,21
241284961029,udn.com 聯合新聞網,udn.com 聯合新聞網,3487,5
467933563234921,南門書局-網路圖書名店、也有實體店面，誠信可靠！,玉河 孫,2774,6
113021403762187,法律協會-債務協商 更生 清算 -全台服務,傢宇 吳,2613,1
109462390640602,企業勞動法務管理顧問-勞動契約、勞資爭議、勞務健檢、教育訓練、法律事務、法律風險控管,芸廷 林,2482,73
201785650801,亞洲大學(Asia University Taiwan),亞洲大學,2477,15
122825514432837,黃健豪-北屯漸好,健豪 黃,2277,3
1649523455281990,遠山呼喚,遠山呼喚國際貧童教育組織,2262,2
436843193180529,Unipapa,Unipapa,2000,38
547129002067069,杜文中,文中 杜,1951,26
118578984548008,,These ads ran without a disclaimer,1814,3
215213505975,FUNDAY英語教育,FUNDAY英語教育,1569,2
113988264929657,yp,育璞林,1543,20
124473380937123,勵馨基金會 The Garden of Hope Foundation,勵馨基金會 The Garden of Hope Foundation,1488,1
779960838880307,蔡蕥鍹,蕥鍹 蔡,1473,2
106265361106594,海鼎離岸風電計畫 Formosa III,毛潔瑜,1449,1
100714476220256,永續金融先行者聯盟,永續金融先行者聯盟,1432,27
1537741526464370,桃園市議長邱奕勝,奕勝 邱,1382,5
306276709452272,文化部,文化部,1335,5
186593071836,商業周刊（商周.com）,商業周刊（商周.com）,1313,2
317996258579415,黃家齊,黃家齊,1254,2
189061482332,張嘉郡,嘉郡張,1210,3
1847777185521418,放言 Fount Media,放言科技傳媒股份有限公司,1191,17
104624290080479,張育美,翊斌黃,1139,4
211730475524462,大陸委員會,大陸委員會,1138,3
1212271885604995,社團法人愛的延續公益協會,庭 溢 張,1117,2
327941870899267,元智大學 i Life,元智大學 i Life,1098,4
401843085061,台電電力粉絲團,台電,1063,2
101643786051216,楊昌德 新竹縣議員,Maggie Chen,1061,1
231202420952272,新北市議員 廖先翔,先翔 廖,1033,1
105884948803720,Zeffie Cauthen,These ads ran without a disclaimer,984,1
171759036215066,創世紀不動產教育訓練中心,Micky  Wu,957,15
327986657268286,高雄市議員李雅靜,廣諺 鄒,931,1
103469901828540,挖貝 WaBay,挖貝 WaBay,925,3
127628276929,天下雜誌,天下雜誌,922,8
200480966638039,Supremacy 1914,These ads ran without a disclaimer,883,2
439632663513867,Mapless Vision 新趨勢影視產業報,Mapless Vision 新趨勢影視產業報,878,3
104690535860982,楊永明,永明楊,872,3
465616346853075,RE-THINK 重新思考,RE-THINK 重新思考,861,12
126361734041343,鳳凰國際公關顧問有限公司,志傑 邵,839,2
164872546882726,羅智強,鴻慶 練,832,2
101355918337667,地天泰國際顧問有限公司,地天泰國際顧問有限公司,821,2
112364983768638,司法院,These ads ran without a disclaimer,820,1
640060652802210,朝陽科技大學招生服務中心,Arex Lee,787,2
100542399525802,生寶國際,These ads ran without a disclaimer,784,1
158025223269,今周刊,今周刊,779,7
1649151078446134,卓冠廷,冠廷卓,719,21
390569611008641,願景工程基金會 Vision Project,願景工程基金會,719,24
101676409324074,璽來登日朗,These ads ran without a disclaimer,715,1
191690867518507,江啟臣,江啟臣,706,2
113761234998842,温宗諭,博盛侯,685,2
188358792124,聯經出版,聯經出版,674,2
104805437969925,JERA 台灣捷熱能源,"JERA Energy Taiwan Co., Ltd.",673,1
112272141484784,游智彬：桃園阿彬哥,Sha Tin Huang,613,2
791870507594526,利樂創新界,利樂創新界,610,13
235679595900,民視新聞,民視新聞,589,5
743100072477291,台中市議員何文海,文海 何,562,3
814142741942881,陳若翠-微笑加油讚,郁琪廖,562,11
1503745219913314,"孫大千Sun, Ta-Chien","孫大千Sun, Ta-Chien",527,2
1487218698275407,南門書局二店-網路特價書店-也有實體店面，價格親民，誠信可靠的老店。（師友文化）,玉河 孫,511,3
2505711192835704,安心貸-貸款理財專家,黃詩凭,505,1
796994720374176,鳴人堂,鳴人堂,496,2
108696572024879,民視佮你講（Bîn-sī kah lí kóng）,民視新聞,495,4
322447507832934,文茜的世界周報 Sisy's World News,文耀胡,491,1
101629185999930,永安理財專員-花花,永安理財專員-花花,488,1
104193848228778,PointLife點生活,PointLife點生活,478,1
233140110222019,簡榮宗,艾普特媒體有限公司,469,1
449156429152075,麻吉理財顧問公司,黃詩凭,468,1
100900089572253,賤民賤解,賤民賤解,464,2
132727540081371,立法委員賴惠員,立法委員賴惠員,444,1
101297638763256,識媒體,識媒體,444,5
1629474157289221,小牛頓,小牛頓科學教育有限公司,441,8
101662265434180,消防安全有法可管,消防安全有法可管,416,12
195094157238158,好立委 楊瓊瓔,宛儀林,400,4
727855827262810,林家興 Alfred Lin,林家興 Alfred Lin,391,1
569626243213799,生鮮時書,生鮮時書,379,4
938117856232411,康寧大學,惠玲高,358,1
1833187540297220,牛煦庭,Hsu-Ting Niu,342,1
1587628301470657,林沛祥,沛祥林,340,1
248954465174600,TOYOTA Taiwan,TOYOTA Taiwan,330,3
719804228417042,未來生活實驗室 Lifeaholic,These ads ran without a disclaimer,325,2
226660410787355,民視體育新聞,民視新聞,314,5
103141681121150,城市學,遠見雜誌,301,1
217802801759737,郭昭巖粉絲團,郭昭巖粉絲團,301,1
354149841356884,哈本咖啡 Happen Coffee,林奕丞,299,9
679518422104905,民視全球新聞,民視新聞,297,2
2290806454495023,Mangodan芒菓丹,澤嵐 林,295,1
239512030682497,第一手星聞,民視新聞,294,3
110699089014688,三立新聞,三立新聞,294,1
276861822357066,高金素梅(吉娃斯．阿麗),智葟 陳,287,3
148513668543221,地球公民基金會,地球公民基金會,282,4
1621835121361449,陳超明-阿明哥粉絲團,超明 陳,280,1
100269158455411,Wh偉鴻金融貸款中心,傢宇 吳,277,1
481065478629613,The News Lens 關鍵評論網,The News Lens 關鍵評論網,272,3
107079701135729,樂洋地產 x 樂于創藝 Leyang & You,緻霖高,268,2
224716348398040,SMAT台灣智慧移動產業協會,台灣智慧移動產業協會,263,5
119282744754924,台灣人權促進會 Taiwan Association for Human Rights,台灣人權促進會 Taiwan Association for Human Rights,261,2
100216765069813,唐平榮 執行長的人生甘味廚房,唐平榮 執行長的人生甘味廚房,258,1
241403045973,IC 之音 FM97.5,IC 之音 FM97.5,257,1
101576862144790,工程師看政治,玄超 黃,251,4
126535244622269,台北市議員 李柏毅,李柏毅,247,1
1141695282670470,張博洋,張博洋,244,1
784013591704650,彰化市公所,彰化市公所,232,1
111334712256714,勇媽阿惠 - 黃敏惠,勇媽阿惠 - 黃敏惠,232,1
105763467865696,台灣資訊環境研究中心 IORG,台灣資訊環境研究中心 IORG,226,1
105692292105892,黃士修,Shih-Hsiu Huang,224,2
105742975534267,吳明宜,吳明宜,205,9
810120492410745,全國教育產業總工會,全國教育產業總工會,204,2
2142074882525226,張智倫,張智倫,202,1
2430390413849261,奕綸有限公司,京昀,200,1
2199675410320212,台灣制憲基金會 TNC,台灣制憲基金會 TNC,199,2
496684637111616,陳偉杰 Chen Wei-chieh,偉傑 陳,198,1
129452013855801,RITE,RITE,196,1
110125264121324,自由路上藝術節,林冠億,193,3
112571907179969,玩霸教育,思揚 蘇,189,1
106118168971467,債務人權益協會 扣薪 協商 更生 清算,傢宇 吳,188,1
109962652937074,森林城市-高雄愛樹人,傑任莊,185,1
1549881451947136,林筱淇,筱淇 林,174,1
157825744293951,The Garden of Hope Foundation- International Affairs 勵馨基金會國際事務,The Garden of Hope Foundation- International Affairs 勵馨基金會國際事務,171,1
1398002093793689,BNI 高屏區,BNI 高屏區,165,3
159425621565,Inside 硬塞的網路趨勢觀察,The News Lens 關鍵評論網,152,2
102475659251313,蘇婉真,蘇婉真,144,1
172369459534,工業技術研究院,These ads ran without a disclaimer,138,1
103658758740546,台灣民眾黨桃園市黨部,台灣民眾黨桃園市黨部,137,1
101718182459153,天秤座戰士,Companionship Digital,134,2
128517288767879,議題行銷小聚,哲儒 趙,130,1
216770658366724,雅泛迪輪圈Advanti Taiwan,These ads ran without a disclaimer,127,1
190684970959969,宜蘭綠色博覽會,堃廉崔,121,1
104303444906468,Haier海爾全球廚衛家電專家,Haier海爾全球廚衛家電專家,114,1
1494980514073617,故事 StoryStudio,故事：寫給所有人的歷史,113,1
180516279238465,桃園市立美術館 Taoyuan Museum of Fine Arts,桃園市立美術館 Taoyuan Museum of Fine Arts,110,3
107162861090654,法律協會-前置協商  更生 清算  免費諮詢,Yaya Lin,106,2
116806840188577,中華民國不動產經營管理協會,中華民國不動產經營管理協會,106,5
1270267469761308,天平共筆,Cheng-Chieh Chen,106,1
1535242033367738,台灣知識種子計畫,台灣知識種子計畫,104,2
112570843421623,社團法人台灣你不是一個人實踐協會,柏岑 葉,103,1
107982601574746,書評書目Taiwan Review of Books,書評書目Taiwan Review of Books,103,1
201107280815936,潔淨學-不咬手潔淨體貼,永勝 許,≤100,3
1539555259465968,陳賢蔚,賢蔚 陳,≤100,1
748193915263885,羅廷瑋,大銘阮,≤100,12
100506478473780,公視主題之夜 SHOW,公視主題之夜SHOW,≤100,2
73126400490,法律扶助基金會 Legal Aid Foundation of Taiwan,These ads ran without a disclaimer,≤100,1
593374924100942,經濟民主連合,社團法人經濟民主連合,≤100,1
1645501069043806,科科性別,國立高雄師範大學,≤100,1
109181965386223,花蓮囝仔 李振瑋,馮茂智,≤100,1
292249757967340,陳善慧【善於服務 • 慧做代誌】,高雄市議員陳善慧服務處,≤100,1
1409006279407668,美麗而剽悍 婦產科女醫 新竹竹北 張瑜芹醫師,荏傑 楊,≤100,1
241744040079991,春山出版,甘彩蓉,≤100,1
103993244913942,Milly & Sissy 台灣,Stephanie Hsu,≤100,1
673035569401167,育田基金會 Mercyland,財團法人育田社會福利慈善基金會,≤100,2
1587628301470657,林沛祥,These ads ran without a disclaimer,≤100,1
100919304770294,開根好 SquareGood,妍孜 陳,≤100,2
362947561186301,何禮臺-新城鄉公所,紳旭 李,≤100,1
1501887220103594,台灣女人連線．台灣女人健康網,台灣女人連線,≤100,1
101167718281657,徐勝凌,勝凌徐,≤100,1
267654926582726,ASICS,These ads ran without a disclaimer,≤100,3
101812532622958,日本Jmaaメディカル居家保健芳療協會,日本Jmaaメディカル居家保健芳療協會,≤100,2
104013138750678,翁震州,震州 翁,≤100,1
120869137965597,SEMI 國際半導體產業協會,SEMI 國際半導體產業協會,≤100,1
104640252092334,許瑞宏  宏觀思維,許瑞宏,≤100,2
111048064504149,珊騰天下 姜百珊律師,易宏謝,≤100,1
620077475175310,Fer à cheval 法拉夏南法莊園,These ads ran without a disclaimer,≤100,1
114159468223784,張建焜-行動發光 照亮青商,林杰,≤100,4
1920645851573536,未來城市FutureCity,天下雜誌,≤100,1
175547086475118,小港宏武跆拳道館,于雋 陳,≤100,1
2007669522817003,達摩跆拳道館-楠梓右昌館,于雋 陳,≤100,1
180903242083235,台灣動物平權促進會 TAEA,台灣動物平權促進會 TAEA,≤100,1
100971679482122,2222-《未來選擇地》,2222,≤100,2
