Location name,Amount spent (JPY)
Aichi Prefecture,61689
Akita Prefecture,10447
Aomori Prefecture,7472
Chiba Prefecture,41457
Ehime Prefecture,7512
Fukui Prefecture,5864
Fukuoka Prefecture,71118
Fukushima Prefecture,10103
Gifu Prefecture,17292
Gunma Prefecture,16946
Hiroshima Prefecture,16657
Hokkaido,42665
Hyōgo Prefecture,37398
Ibaraki Prefecture,15850
Ishikawa Prefecture,8120
Iwate Prefecture,6511
Kagawa Prefecture,6465
Kagoshima Prefecture,8065
Kanagawa Prefecture,89619
Kumamoto Prefecture,12085
Kyoto Prefecture,22566
Kōchi Prefecture,3463
Mie Prefecture,12367
Miyagi Prefecture,23159
Miyazaki Prefecture,7101
Nagano Prefecture,12187
Nagasaki Prefecture,9259
Nara Prefecture,9499
Niigata Prefecture,11493
Okayama Prefecture,14518
Okinawa Prefecture,13289
Osaka Prefecture,78781
Saga Prefecture,5849
Saitama Prefecture,59319
Shiga Prefecture,10653
Shimane Prefecture,5320
Shizuoka Prefecture,22393
Tochigi Prefecture,10538
Tokushima Prefecture,4537
Tokyo,153497
Tottori Prefecture,2534
Toyama Prefecture,5872
Unknown,≤100
Wakayama Prefecture,7644
Yamagata Prefecture,6838
Yamaguchi Prefecture,7983
Yamanashi Prefecture,5983
Ōita Prefecture,10044
