Location name,Amount spent (AUD)
Australian Capital Territory,930
Jervis Bay Territory,≤100
New South Wales,15570
Norfolk Island,≤100
Northern Territory,394
Queensland,10812
South Australia,3141
Tasmania,1163
Unknown,≤100
Victoria,17512
Western Australia,5333
