Location name,Amount spent (VEF)
Amazonas,275149
Anzoátegui,8477783
Apure,1667076
Aragua,9785087
Barinas,4130650
Bolívar (state),9061233
Capital District,32313843
Carabobo,28290479
Cojedes,1320741
Delta Amacuro,727042
Falcón,4910919
Guárico,3147347
Lara,9243555
Miranda (state),9350713
Monagas,3622296
Mérida,6288505
Nueva Esparta,3597138
Portuguesa,4627627
Sucre,3134807
Trujillo,3351978
Táchira,10075386
Unknown,250656
Vargas,2883640
Yaracuy,3938171
Zulia,65532086
