Location name,Amount spent (VND)
An Giang Province,56844
Bà Rịa–Vũng Tàu Province,63007
Bình Dương Province,113562
Bình Phước Province,56682
Bình Thuận Province,61098
Bình Định Province,62088
Bạc Liêu Province,19302
Bắc Giang Province,113615
Bắc Kạn Province,32391
Bắc Ninh Province,113164
Bến Tre Province,26647
Cao Bằng Province,115338
Cà Mau Province,36592
Cần Thơ,31911
Da Nang,50765
Gia Lai Province,120919
Haiphong,105763
Ho Chi Minh City,342791
Hà Giang Province,48940
Hà Nam Province,31336
Hà Tĩnh Province,64967
Hòa Bình Province,57633
Hưng Yên Province,51123
Hải Dương Province,103209
Hậu Giang Province,9668
Khánh Hòa Province,64305
Kiên Giang Province,47287
Kon Tum Province,41869
Lai Châu Province,25138
Long An Province,51556
Lào Cai Province,69748
Lâm Đồng Province,80181
Lạng Sơn Province,65066
Nam Định Province,69354
Nghệ An Province,185441
Ninh Bình Province,43823
Ninh Thuận Province,20715
Phú Thọ Province,69773
Phú Yên Province,35285
Quảng Bình Province,49233
Quảng Nam Province,63158
Quảng Ngãi Province,40323
Quảng Ninh Province,94871
Quảng Trị Province,67349
Sóc Trăng Province,24473
Sơn La Province,101589
Thanh Hóa Province,166061
Thái Bình Province,88956
Thái Nguyên Province,86418
Thừa Thiên–Huế Province,39500
Tiền Giang Province,47374
Trà Vinh Province,27906
Tuyên Quang Province,54629
Tây Ninh Province,58914
Vĩnh Long Province,22452
Vĩnh Phúc Province,83508
Yên Bái Province,45987
Điện Biên Province,57378
Đắk Lắk Province,154898
Đắk Nông Province,40542
Đồng Nai Province,153430
Đồng Tháp Province,33870
