Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
737169626371453,Heimildin,Stundin,21096,4
607573825973006,LÍS - Landssamtök íslenskra stúdenta,Landssamtök Íslenskra Stúdenta,6387,43
156161194561570,Kjarninn,Kjarninn,4396,1
709976082356679,Samfylkingin í Kópavogi,Samfylkingin Kópavogi,2745,1
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,2441,2
573559522797177,Flokkur fólksins,Flokkur Fólksins,2124,1
128854307193614,Landsvirkjun,Landsvirkjun,2033,1
165630723862615,Andríki,Andríki,1807,1
137524753533383,Miðflokkurinn,Miðflokkurinn,1391,1
154893001218870,ADHD samtökin,ADHD samtökin,1373,4
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,1218,3
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1066,2
332179950192248,Félag atvinnurekenda,Félag atvinnurekenda,932,2
106979180938014,Samstöðin,Samstöðin ehf,739,1
626846780726124,Viðreisn,Viðreisn,739,1
576360789097430,Akraneskaupstaður,These ads ran without a disclaimer,272,2
216311481960,Bill Gates,These ads ran without a disclaimer,≤100,2
891586070909976,Endangered Species Foundation of New Zealand,These ads ran without a disclaimer,≤100,1
117999441204391,Новости дня,These ads ran without a disclaimer,≤100,1
149290745229517,Online Antisemitism Task Force,These ads ran without a disclaimer,≤100,1
723826694319605,MITx Courses,These ads ran without a disclaimer,≤100,1
469201610080869,Binance,These ads ran without a disclaimer,≤100,1
839425599478454,,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
123546032572,Eppendorf Group,These ads ran without a disclaimer,≤100,1
126376977448682,GEP Worldwide,These ads ran without a disclaimer,≤100,1
155438574470276,DW українською,These ads ran without a disclaimer,≤100,1
114247604036354,Инфограф,These ads ran without a disclaimer,≤100,1
105439002511368,,These ads ran without a disclaimer,≤100,1
102500518635499,ENTR en,These ads ran without a disclaimer,≤100,1
