Location name,Amount spent (AUD)
Australian Capital Territory,862
Jervis Bay Territory,≤100
New South Wales,37626
Northern Territory,542
Queensland,9593
South Australia,4218
Tasmania,1377
Unknown,≤100
Victoria,11425
Western Australia,4772
