Location name,Amount spent (CAD)
Alberta,8279
British Columbia,10126
Manitoba,3360
New Brunswick,1272
Newfoundland and Labrador,792
Northwest Territories,≤100
Nova Scotia,1476
Nunavut,≤100
Ontario,21763
Prince Edward Island,196
Quebec,15230
Saskatchewan,2853
Unknown,≤100
Yukon,≤100
