Location name,Amount spent (NZD)
Auckland Region,3336
Bay of Plenty Region,857
Canterbury,1665
Cook Islands,≤100
Gisborne District,122
Hawke's Bay,534
Manawatu-Wanganui,669
Marlborough Region,101
Nelson Province,206
Niue,≤100
Northland Region,443
Otago,541
Southland,271
Taranaki,329
Tasman District,139
Unknown,≤100
Waikato,1195
Wellington Region,1232
West Coast,≤100
