Location name,Amount spent (BRL)
Acre (state),778
Alagoas,2474
Amapá,1379
Amazonas,5083
Bahia,9027
Ceará,6980
Espírito Santo,2872
Federal District,4525
Goiás,7475
Maranhão,6349
Mato Grosso,5220
Mato Grosso do Sul,2851
Minas Gerais,20237
Paraná,8759
Paraíba,3955
Pará,9030
Pernambuco,8699
Piauí,2716
Rio Grande do Norte,3223
Rio Grande do Sul,10202
Rio de Janeiro (state),17656
Rondônia,2172
Roraima,902
Santa Catarina,8873
Sergipe,3172
São Paulo (state),48481
Tocantins,3721
Unknown,≤100
