Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
198852633461667,Lray  Villafuerte,Ericka Jones Magat,24200,22
265779500134955,SM Supermalls,SM Supermalls,15161,11
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,11897,5
386570178125149,Senator Win Gatchalian,Senator Win Gatchalian,8930,6
110985836193,Loren Legarda,Clutch Media,5259,1
1950273215252524,Aboitiz Power Corporation,Aboitiz Power Corporation,3677,4
1303847879710886,Philippine Star Blog,NM,3015,6
103215701288140,Random News Media,NM,2920,7
1922749344643532,The World Tonight,The World Tonight,2868,23
547821942058909,Pilipinas Today Radyo,WFPH,2831,12
101382091400564,Atty. Tony Roman,Sulong Pilipinas,2712,5
122799741066892,National Youth Commission,National Youth Commission,2648,1
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,2567,1
622939898353726,BIKOLNON,Cyril De Vera,2483,2
495629064258114,Lolita Karen Javier,Amor U. Nacional,2299,3
100406438859954,Fight Illicit Trade,Fight Illicit Trade,2187,2
555503991321280,Geraldine Roman,Sulong Pilipinas,2048,2
223618785182273,Pilipinas,WFPH,2016,6
325780477966356,Geo 24/7,Energy Development Corporation,2006,6
100170811672425,Kyusi,WFPH,1878,21
2382257968459872,Pakshet,NM,1857,5
112952897079549,Energy Development Corporation,Energy Development Corporation,1742,7
374004705980904,Philippine Business for Education,Philippine Business for Education,1736,8
113238417024056,Anna Mae Yu Lamentillo,Anna Mae Yu Lamentillo,1657,3
556893261136432,Atty. Lordan Suan,Lordan Gualberto Suan,1591,2
100305568984268,EdukNaman,Philippine Business for Education Inc.,1491,7
324393636342,Ernix Dionisio,Ernesto Mijares Dionisio Jr.,1489,1
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,1352,23
156752721080952,Sonny Angara,Sonny Angara,1295,5
269175894020945,Radyo Pilipinas Today,WFPH,1210,3
143940582906987,Bran Ferrer Reluao,Authority Asia Communications Inc.,1204,4
212808672071102,MWSS Regulatory Office,MWSS Regulatory Office,1171,10
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,1159,1
111324628476603,REact PH: Choose Renewables,REact PH: Choose Renewables,1157,3
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,1083,3
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,1081,7
257830240980106,Ronnie Dadivas,Roxas City United,1056,6
229162103880856,Wanna Fact PH,WFPH,992,6
438848109829671,Juan Dela Cruz,Juan Dela Cruz,950,2
126919387470670,Rufus B. Rodriguez,Rufus Bautista Rodriguez,945,5
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,827,2
420499997993849,Ferjenel Gonzales Biron,Prometheus Productions,784,1
1871757276390999,Cong. Mannix Dalipe - Page,Manuel Jose M. Dalipe,772,2
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,756,9
505887912898325,Positive Energy,Energy Development Corporation,718,2
1566478310240623,Francis Tolentino,Francis Tolentino,641,5
207494196545897,"San Anselmo Publications, Inc.",Eldrige Marvin Bihis Aceron,627,3
332536503771530,Vice Governor Karen Agapay,Edgar Habana Ruado,610,3
109867628173478,Ronin Leviste,Marizelle Villanueva Cereneo,606,3
1840292579606063,Jam Jam Baronda,Jam Jam Baronda,600,3
2103172176611007,Aksyon Demokratiko,Aksyon Demokratiko,600,2
109535090749815,The Manila Journal,The Manila Journal,584,6
138279376537685,"Jocelyn ""Bebot"" Rodriguez",Jocelyn Bautista Rodriguez,583,2
114761211528765,Lung Tritydo - The Philippines' No. 1 lung disease treatment syrup,These ads ran without a disclaimer,543,2
