Location name,Amount spent (CAD)
Alberta,17866
British Columbia,6176
Manitoba,3236
New Brunswick,1591
Newfoundland and Labrador,1103
Northwest Territories,122
Nova Scotia,1473
Nunavut,≤100
Ontario,22007
Prince Edward Island,319
Quebec,11327
Saskatchewan,2207
Unknown,≤100
Yukon,≤100
