Location name,Amount spent (VEF)
Amazonas,250000
Anzoátegui,1750000
Apure,750000
Aragua,1565019
Barinas,1325016
Bolívar (state),1750000
Capital District,1990024
Carabobo,6250000
Cojedes,475006
Delta Amacuro,105001
Falcón,1330016
Guárico,1122513
Lara,2000000
Miranda (state),1250000
Monagas,750000
Mérida,1675020
Nueva Esparta,500000
Portuguesa,1432517
Sucre,1000000
Trujillo,1250000
Táchira,2282527
Vargas,407505
Yaracuy,2750000
Zulia,17250000
