Page ID,Page name,Disclaimer,Amount spent (JPY),Number of ads in Library
651455718373362,ハイクラスに特化した転職支援『転機』,These ads ran without a disclaimer,243233,1
197770137236410,日本維新の会,日本維新の会,176554,151
1904070096535109,スマート選挙,株式会社センキョ,115629,45
684161888345926,西日本新聞me,西日本新聞me,74430,28
108971153774431,品川区議会自民党,株式会社マイム,38644,11
475681929154100,国連UNHCR協会,国連UNHCR協会,38477,15
103921962501743,こまざき美紀,こまざき美紀,33609,16
371396839635758,トレジャーデータ,These ads ran without a disclaimer,31011,4
117914038333112,自由民主党 大阪府支部連合会,自由民主党大阪府支部連合会,24079,1
428707860616752,文京区議会議員えびさわけいこ,えびさわけいこ事務所,18351,4
102621342802413,野沢なな＠練馬区議会議員広報,秀輔 小泉,17592,4
239558679475625,株式会社トマス技術研究所,Kenji Fukutomi,16067,13
109780572031538,洞口さとし,船橋市政と子育て世代の会,14179,1
200121530091286,いただきへの、はじまり　富士市,富士市,12918,12
105675478186991,金井たかし　江戸川区の政策研究,金井 高志,12549,4
450923665041182,めちゃコミック（めちゃコミ）,These ads ran without a disclaimer,12286,1
103914976352692,選挙ドットコム,イチニ株式会社,9528,2
105817000162440,大分県選挙管理委員会,大分県選挙管理委員会,8818,5
200480966638039,Supremacy 1914,These ads ran without a disclaimer,8372,2
579187028792625,社長と会社の手元現金を増やす仕組みづくりの専門家,社長と会社の手元現金を増やす仕組みづくりの専門家,7768,1
318317815171085,ワールド・ファミリー株式会社,These ads ran without a disclaimer,7559,1
853050658125901,マイリノ,These ads ran without a disclaimer,6987,1
107543645456641,辻ともゆき後援会,辻ともゆき後援会,6709,3
102468941548369,宮城県民共済,宮城県民共済,6591,2
205953672945051,沢田なおきを応援する会 ＦＢ支部,沢田なおきを応援する会 ＦＢ支部,6059,1
302301300452310,馬場ちから後援会,馬場ちから後援会,5517,2
651801698258818,NewsTV,NewsTV,5501,18
288301635169706,たかはま なおき　文京区議会議員,高浜 直樹,5069,2
108954555045499,町田てるよし後援会,町田てるよし後援会,4999,2
102452195938490,柴田英樹,柴田英樹,4884,1
107353935505496,Miproyshop1,These ads ran without a disclaimer,4381,1
101240719544967,政経学修会,政経学修会,3746,2
108228632202066,日本維新の会の「若松尚利」 秋田市の選挙,Naotoshi Wakamatsu,3399,1
104367261609980,飯牟礼克年（いいむれ かつとし）後援会,Katsutoshi Iimure,3275,2
