Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
102931488739,Platforma Obywatelska,Platforma Obywatelska,3659,32
100947022065093,Okresowa Koalicja,Okresowa Koalicja,2729,9
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,1962,44
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,1629,39
339855706171439,Dobra Fabryka,Dobra Fabryka,1594,8
353030510177,Centrum Nauki Kopernik,Centrum Nauki Kopernik,1515,44
57544755889,Amnesty International Polska,Amnesty International Polska,1380,26
228168274881,wysokieobcasy,wysokieobcasy,1340,25
487587700423,Miasto Gdańsk,Miasto Gdańsk,1297,12
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,1225,10
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,1144,9
105745031598028,Campus Polska Przyszłości,Fundacja Campus Polska Przyszłości,1127,11
178362315106,European Parliament,European Parliament,1101,5
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,1036,18
107750507339408,Bart Staszewski,Fundacja Basta,831,6
391098174296294,Super Express,se.pl,783,20
178415208919146,Suwerenna Polska,Solidarna Polska,693,14
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,676,145
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,668,4
1227194230675141,Pratia,Pratia SA,611,21
385532321805330,Pomorskie,Pomorskie,600,11
104623181081757,Budżet Obywatelski Mazowsza,Urząd Marszałkowski Województwa Mazowieckiego,534,40
256850261180940,Przemysław Przybylski,Przemysław Przybylski,524,3
940058816041174,Federacja Przedsiębiorców Polskich,Federacja Przedsiębiorców Polskich,508,5
653937168081792,PZU,Powszechny Zakład Ubezpieczeń Spółka Akcyjna (PZU SA),498,7
112023696910232,ważne sprawy,Fundacja Ważne Sprawy,471,310
1436380093288077,Park Dzieje,Stowarzyszenie Dzieje,471,10
103423656514231,Fundacja Gdańska,Fundacja Gdańska,455,6
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro - Prawo do Życia,449,7
102577288350341,Super Biznes,se.pl,446,10
108301418501661,Odszkodowania Za Represje 1944-1989,Odszkodowania Za Represje 1944-1989,339,3
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro – Prawo do życia,337,1
182038191908977,Ministerstwo Cyfryzacji,Kancelaria Prezesa Rady Ministrów,326,7
230415296997772,bydgoszcz.pl,bydgoszcz.pl,326,2
490207317852864,Obserwatorium Polityki Miejskiej IRMiR,Instytut Rozwoju Miast i Regionów,323,3
276860619087002,Sylwester Tułajew,Sylwester Tułajew,320,4
1683534065241470,OKO.press,OKO.press,316,16
1659680027600979,Bydgoski Budżet Obywatelski,bydgoszcz.pl,312,4
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,288,2
312204349288060,Mariusz Gosek,Mariusz Gosek,285,12
513969188677442,Compassion Polska,Compassion Polska,277,10
256314858405394,Paweł Olszewski,Paweł Olszewski,271,7
475584852475176,Pozytron,POZYTRON Radiologia Medyczna,271,6
557305027641691,Prof. Ryszard Legutko,European Parliament ECR Group,271,1
105636040979969,Polska 2050,Polska 2050 Szymona Hołowni,270,10
113143203693,Santander Bank Polska,Santander Bank Polska,261,5
195947557131612,Fundacja Avalon,Fundacja Avalon,257,7
514735281965536,Demagog,Stowarzyszenie Demagog,244,7
1381575975475340,EduAkcja - szkolenia dla nauczycieli,EduAkcja sp. z o.o.,244,3
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,242,5
292640324174614,Hellozdrowie.pl,Redakcja Hello Zdrowie,238,5
252707301407911,Ministerstwo Rolnictwa i Rozwoju Wsi,Ministerstwo Rolnictwa i Rozwoju Wsi,234,1
424950454257785,Kampania Prawdy,Kampania Prawdy,231,2
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,231,15
312816688890250,Dariusz Matecki,Dariusz Matecki Radny Miasta Szczecin,230,4
355335447987852,"Katarzyna Stachowicz - samorządowiec, działaczka społeczna","Katarzyna Stachowicz - samorządowiec, działaczka społeczna",222,3
130220166122,Kupuj odpowiedzialnie,Kupuj odpowiedzialnie,213,6
173086948664,Infor.pl,Infor.pl,213,6
376147539163162,Starostwo Powiatowe w Pabianicach,Starostwo Powiatowe w Pabianicach,212,1
254609585192595,"Prof. Marek GZIK, Przewodniczący Sejmiku Województwa Śląskiego, MBA","Prof. Marek GZIK, Przewodniczący Sejmiku Województwa Śląskiego, MBA",211,2
205945942802470,Polska Agencja Rozwoju Przedsiębiorczości,Polska Agencja Rozwoju Przedsiębiorczości,206,4
934704640017108,PKN ORLEN,PKN ORLEN S.A.,203,2
618179678235315,wschód,wschód,202,4
102759805294356,Dariusz Matecki - Radny Miasta Szczecin,Dariusz Matecki Radny Miasta Szczecin,200,5
257593184447834,Władysław Kosiniak-Kamysz,Władysław Kosiniak-Kamysz,199,3
110554885250920,Postawmy na młodzież,Stowarzyszenie Projekt Poznań,197,21
134214926657042,Radosław Sikorski,Radosław Sikorski,191,4
308784726230232,Polskie Stowarzyszenie Zero Waste,Polskie Stowarzyszenie Zero Waste,179,2
163064650412661,Teatr Powszechny w Łodzi,Teatr Powszechny w Łodzi,178,8
163488137165461,E.ON Polska,E.ON Polska,177,12
102440065924109,Radny SZOPA,Radny SZOPA,169,3
405326618416,Parlament Europejski - Biuro w Polsce,Parlament Europejski - Biuro w Polsce,168,1
151650414730,Med Polonia,Med Polonia Sp. z o. o.,168,19
1629946500626448,To Tylko Astma,OS3 Sp. z o.o.,163,5
447190942074880,Polskie Stowarzyszenie Obrońców Życia Człowieka,Polskie Stowarzyszenie Obrońców Życia Człowieka,158,3
406758116099067,Fundacja Kasisi,Fundacja Kasisi,158,2
376660699164364,Rafał Komarewicz - Przewodniczący Rady Miasta Krakowa,Rafał Komarewicz,156,4
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,148,5
1480642642217482,Marcin Dmowski,Marcin Dmowski,143,1
340765409708087,Ryszard Madziar,Ryszard Madziar,136,9
959387840744974,Bezpartyjni Samorządowcy,Ogólnopolska Federacja Bezpartyjni i Samorządowcy,135,25
1495480087399256,Jacek Ozdoba,Jacek Ozdoba,134,4
749393698434460,Jarosław Krajewski,Jarosław Krajewski,133,4
202473923251760,Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku,Wojewódzki Fundusz Ochrony Środowiska i Gospodarki Wodnej w Gdańsku,132,6
133112726750279,M jak Mama,Grupa ZPR Media,132,3
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,131,3
177473808919,Polskie Stronnictwo Ludowe,Polskie Stronnictwo Ludowe,128,2
115651338097958,Krzysztof Dziwisz - Starosta Powiatu Żyrardowskiego,Krzysztof Dziwisz - Starosta Powiatu Żyrardowskiego,127,4
113267398356583,Komitet Inicjatywy Ustawodawczej „STOP zakazowi pracy”,Polskie Stowarzyszenie Obrońców Życia Człowieka,125,2
127619873953536,Stefczyk.info,Stefczyk.info,116,3
2320275388297228,Marcin Romanowski,Marcin Romanowski,116,1
1425264934431305,Polski Instytut Księgowości,Polski Instytut Księgowości,115,11
561843337248654,Michał Drewnicki - wiceprzewodniczący Rady Miasta Krakowa,Michał Drewnicki - wiceprzewodniczący Rady Miasta Krakowa,114,3
125185964281959,Centrum Edukacji Obywatelskiej (CEO),Centrum Edukacji Obywatelskiej (CEO),113,6
107501515349034,Responsiblee,Responsiblee,107,1
110109212411292,VELUX,These ads ran without a disclaimer,106,1
100302862419697,"Wielkopolska, tej",UMWW,104,14
145382618855042,Muzeum Sztuki w Łodzi,Muzeum Sztuki w Łodzi,104,1
109218848183780,Marek Woźniak,UMWW,104,14
561109754080680,Związek Miast Polskich,Związek Miast Polskich,103,2
100530692579091,Forum Bezpieczeństwa,Forum Bezpieczeństwa,103,7
714003515334353,NOWA STACJA,Nowa Stacja Pruszków,≤100,7
181020632309,Wydawnictwo Znak,Wydawnictwo Znak,≤100,3
108470777303042,Robert Popkowski,Robert Popkowski,≤100,3
195591907176717,Grzegorz Piechowiak - Wiceminister Rozwoju i Technologii,Biuro Posła Grzegorza Piechowiaka,≤100,5
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,≤100,4
142218132483199,Kasa Stefczyka,Kasa Stefczyka,≤100,2
