Location name,Amount spent (EUR)
Harju County,2161
Hiiu County,≤100
Ida-Viru County,164
Järva County,116
Jõgeva County,≤100
Lääne County,102
Lääne-Viru County,187
Pärnu County,211
Põlva County,≤100
Rapla County,≤100
Saare County,106
Tartu County,561
Unknown,≤100
Valga County,≤100
Viljandi County,148
Võru County,≤100
