Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
74969168478,Sjálfstæðisflokkurinn í Hafnarfirði,Sjálfstæðisflokkurinn í Hafnarfirði,48032,2
737169626371453,Heimildin,Stundin,21321,6
156161194561570,Kjarninn,Kjarninn,5325,2
137524753533383,Miðflokkurinn,Miðflokkurinn,3405,2
154893001218870,ADHD samtökin,ADHD samtökin,1372,4
584934658344027,Áslaug Arna Sigurbjörnsdóttir,Áslaug Arna Sigurbjörnsdóttir,1346,1
263095547109656,Sjálfstæðisfélag Garðabæjar,Sjálfstæðisflokkurinn,1322,1
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,1198,4
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,1125,1
1032185400296136,Halla Signý Kristjánsdóttir,Halla Signý Kristjánsdóttir,689,1
106979180938014,Samstöðin,Samstöðin ehf,541,1
626846780726124,Viðreisn,Viðreisn,520,1
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,465,1
317158175535179,BitLife,These ads ran without a disclaimer,281,1
148872571795434,Viðskiptaráð Íslands,Viðskiptaráð Íslands,232,1
616962021816936,Sjúkrahúsið á Akureyri,These ads ran without a disclaimer,168,1
166802253467224,Ung vinstri græn - UVG,Ung vinstri græn - UVG,139,1
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,≤100,1
117839867984599,Chat Genius,These ads ran without a disclaimer,≤100,1
106270215428,Wix,These ads ran without a disclaimer,≤100,1
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100,5
64982236830,Alumni Association of the University of Michigan,These ads ran without a disclaimer,≤100,1
117818434635419,silasthestylish,These ads ran without a disclaimer,≤100,1
139654236100628,يونيسف – اليمن UNICEF Yemen,These ads ran without a disclaimer,≤100,2
1882160755422758,Edgar Boshart,These ads ran without a disclaimer,≤100,1
100451933698060,AdVenture Communist,These ads ran without a disclaimer,≤100,2
102500518635499,ENTR en,These ads ran without a disclaimer,≤100,1
153371894688575,World Bank,These ads ran without a disclaimer,≤100,1
367649046908008,Growatt New Energy,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
100904822517086,Non-trivial,These ads ran without a disclaimer,≤100,2
1296153943807008,Lina Lila,These ads ran without a disclaimer,≤100,2
115575820139019,Af Fhyf,These ads ran without a disclaimer,≤100,1
