Location name,Amount spent (CHF)
Aargau,192
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,118
Basel-Landschaft,≤100
Bern,291
Canton of Geneva,291
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,156
Fribourg,186
Graubünden,≤100
Jura,≤100
Luzern,127
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,134
Unknown,≤100
Uri,≤100
Valais,172
Vaud,436
Zug,263
Zürich,764
