Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
681779338505564,Yiaga Africa,Yiaga Africa with Facebook Ad Credits,422334,6
1572089193014869,DUMO Lulu-Briggs Recommended,DUMO Lulu-Briggs Recommended,115266,21
2162773263850270,Khalil Network,Khalil Network,30891,3
111671415154722,The Time is Now,Team Caleb Mutfwang,29871,4
111671415154722,The Time is Now,Team Caleb Mutfwang,29871,4
355399445235927,WE Accord,WE Accord,21113,7
1483156181977342,Precious Eze's Blog,Precious Eze's Blog,17884,11
1567614746869354,Daily Shopping,Awotidebe Oluwaseyifunmi,12254,3
312632449480846,Governor Ifeanyi A. Okowa,Governor Ifeanyi A. Okowa,11854,2
107241665289643,Nigeria 4 Peter Obi,Ajibola Adeboye,10079,1
549902805058014,Gbadebo Rhodes-Vivour,Gbadebo Rhodes-Vivour,9402,1
1917868968529177,Education NOW 9ja,Kolo Jessa Ndaisa,9207,1
104680361991427,Hon. Mojisolaoluwa Alli-Macaulay,Omayeli Christabell Amorighoye,6966,4
971769479677563,Gbenga Olawepo-Hashim,Olushola Oni,6663,1
522773744459687,Template for Good Governance,Ogbe Chukwunonso Daniel,6322,1
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,6215,3
101313636221741,WaleKuku4Senate,Ajibola Adeboye,6063,1
406240544044,Dto-Bbb Gubernatorial Campaign Group,Dto-Bbb Gubernatorial Campaign Group,5062,3
107676437643727,Inuwa Media Vanguard,Inuwa Media Vanguard,5016,10
108796611296489,INUWA 4+4 TV,INUWA 4+4 TV,4984,9
103830540990930,Hon. Adedeji Stanley Olajide - ODIDI OMO,Odidiomo Constituency Office,4749,1
110806117813125,Comr. Chief Mrs. Beatrice Itubo,Comr. Chief Mrs. Beatrice Itubo,4406,4
823788047675556,Call of War,These ads ran without a disclaimer,4399,2
113891508248179,Chi market place,Chinemere Okoro Wilfred,4174,1
590202251174437,Interfaith Dialogue Forum for Peace,Interfaith Dialogue Forum for Peace,2883,2
102169824695398,Rero TV,Rero TV,2876,4
986384794781764,I Stand With Nigeria 4 Tinubu,I STAND WITH BUHARI,2850,1
105756478574505,Stears,Stears,2795,6
106953365348107,Ifesim Tv,Ifesim Tv,2776,3
1089641091059109,Hon. Kelechi Nwogu,Fabia Benibo,2775,1
110043258402172,Hon. Habibu Abubakar Sambo -Imamu,Habibu Sambo Abubakar,2755,3
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,2598,2
205279466743027,Lux Terra Leadership Foundation,Lux Terra Leadership Foundation,2576,1
101229044647022,Senator Mohammed Sani Musa,Suleiman Sani Musa,2380,3
100202924924063,Page 36,Page 36,2378,12
1051481686,Henry Efe Duku,These ads ran without a disclaimer,2315,1
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,2305,1
1726955277362180,Haske-Kudla Satumari,Haske-Kudla Satumari,2305,1
257077681149008,Stanley Nsemo-Livingstone,Stanley Nsemo-Livingstone,2267,6
112349224687773,Kufre Ekpoh,Kufre Imo Ekpoh,2219,4
113632734948683,WordMaster Media Blog,WordMaster Media Blog,2136,1
101669621264320,Lawrence B. Tamunokiri,Tamunokiri Biebele Lawrence,2078,7
104180761873736,Massive Entertainment.ng,Massive Entertainment,1971,4
102908838246744,Enugu Think Outside The Box,Bolaji Adedotun Adeshokan,1969,6
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1955,1
