Page ID,Page name,Disclaimer,Amount spent (NOK),Number of ads in Library
329095637110085,FRANTZ AS,Frantz as,21557,101
234659001772,Arbeiderpartiet,Arbeiderpartiet,9272,18
171619972854769,Oslo Arbeiderparti,Oslo Arbeiderparti,6090,4
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,4362,80
135843375926,UNICEF Norge,UNICEF Norge,4000,27
371106536283235,DAG OG TID,Dag og Tid AS,3914,2
275389322558295,LOs sommerpatrulje,LO,3472,6
111345183340,Fagforbundet,Fagforbundet,3442,7
203067569732001,Fellesforbundet,Fellesforbundet,3395,48
282256964237,Jonas Gahr Støre,Arbeiderpartiet,3165,1
246264862053914,Lørenskog Arbeiderparti,Lørenskog Arbeiderparti,2430,2
10953652930,Høyre,Høyre,1996,45
380405316155402,Stopp alzheimer og demens,Nasjonalforeningen for folkehelsen,1536,8
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,1482,17
113275862050709,Næringslivets Hovedorganisasjon,Næringslivets Hovedorganisasjon,1344,43
107005018213171,Heia Nord-Norge,Heia Nord-Norge AS,1327,5
313753051208,Norsk Landbruksrådgiving,Norsk Landbruksrådgiving,1191,4
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,1035,1
322525743444,Get Inspired,These ads ran without a disclaimer,817,3
609322219124074,Bærum MDG,Bærum Miljøpartiet de Grønne,767,12
110628757129572,LO Vestfold og Telemark,LO,744,6
144754334087,Trøndelag Arbeiderparti,Trøndelag Arbeiderparti,732,7
109668258634924,Fylkesordførerkandidat Per Olav Skurdal Hopsø,Trøndelag Arbeiderparti,721,9
200168040392101,Hustadvika kommune,These ads ran without a disclaimer,585,1
151608890040,Innlandet FrP,Innlandet FrP,550,3
156545564365962,Stavanger Arbeiderparti,Stavanger Arbeiderparti,464,2
117726821605303,PBL,PBL,429,2
289683304433819,Rælingen Høyre,Rælingen Høyre,421,8
102417312912641,Rikard G. Knutsen - FrP,Asker FrP,410,2
132368899297,Framtiden i våre hender,Framtiden i våre hender,391,1
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,390,1
100722841311675,"Kristiansand Pensjonistparti - Barn, Familie og Pensjonist",Kristiansand Pensjonistparti,383,6
103057921635136,Folkets Parti Bergen,Foreningen FNB Bergen,374,4
798750773559841,Bufdir,"Barne-, ungdoms-, og familiedirektoratet",361,1
131631106897687,Øygarden FrP,Øygarden FrP,350,13
198748346812235,Drammen Venstre,Drammen Venstre,343,2
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,316,4
171408368520,Norad,Norad,311,2
153710294662597,Human-Etisk Forbund,Human-Etisk Forbund,302,4
153402168051875,Bergen Senterparti,Bergen Senterparti,301,6
73970658023,International Rescue Committee,These ads ran without a disclaimer,289,8
176175415825122,apotek.no,Apotekforeningen,286,19
148389115200561,Kristiansand Venstre,Kristiansand Venstre,283,3
100588890043714,Bodø FrP,Bodø FrP,280,5
146731798709607,Bymiljølista i Fredrikstad,Bymiljølista i Fredrikstad,275,2
536745556722065,Lillestrøm FrP,Lillestrøm FrP,264,2
157929987567626,Oslo MDG,OSLO MILJØPARTIET DE GRØNNE,252,10
139630365693,Drammen FrP,Drammen Fremskrittsparti,249,2
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,243,2
219212891435404,Ullensaker FrP,Ullensaker FrP,228,4
239677012734267,Fredrikstad Høyre,Fredrikstad Høyre,220,2
200983583270624,NHO Service og Handel,NHO Service og Handel,214,3
119062344777724,Bjerke FrP,Bjerke FrP,212,3
103077389814473,Kristiansand SV,Kristiansand SV,207,1
156202914404133,Minerva,Mediehuset Minerva,203,3
110379452067671,Ullensakerkommune Blog,Ullensakerkommune Blog,185,2
157803497575876,NHO Reiseliv,NHO Reiseliv,183,5
166359316748710,Ørsta Høgre,Ørsta Høgre,178,1
180922468616209,Oslo SV,Oslo SV,177,1
105939782037295,Altinget.no,Altinget AS,164,2
103044219380073,Østfold Høyre,Østfold Høyre,162,2
150923871639160,Rødt Stavanger,Rødt Stavanger,161,1
133640403364515,Næringsforeningen Haugalandet,Næringsforeningen Haugalandet,160,4
120374971332864,Kagge Forlag,Kagge Forlag,159,2
20468812735,LO,LO,154,5
300587434088988,Nordkalottfolket på Sametinget,Nordkalottfolket,145,1
119797291429215,RIO - en landsdekkende brukerorganisasjon på rusfeltet,RIO - en landsdekkende brukerorganisasjon på rusfeltet,143,1
100107876331492,Telemark Arbeiderparti,Telemark Arbeiderparti,140,4
1583324988565868,Stortinget,Stortinget,134,9
183450288333331,Eidsvoll Høyre,Eidsvoll Høyre,134,3
34448777123,Haugesund Venstre,Haugesund Venstre,131,2
189429677833005,Lørenskog SV,Lørenskog Sosialistisk Venstreparti,128,1
108203984145752,Kruse Larsen,Kruse Larsen,126,3
458126690922579,Rødt Trøndelag,Rødt Trøndelag,122,3
103638585942638,Folkets Parti Kristiansand,Folkets parti Kristiansand,121,2
2398568533531114,Velferdsmiks,NHO Geneo,117,14
764891286856218,Porsgrunn Arbeiderparti,Porsgrunn Arbeiderparti,117,7
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,112,3
116313645108382,IFE - Institutt for energiteknikk,IFE - Institutt for energiteknikk,111,6
781470095268908,Skien Venstre,Skien Venstre,111,1
126570327547728,Kongsberg Høyre,Kongsberg Høyre,109,1
