Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,916
Bicol Region,4168
Cagayan Valley,2762
Calabarzon,20037
Caraga,2233
Central Luzon,14008
Central Visayas,8380
Cordillera Administrative Region,1601
Davao Region,5506
Eastern Visayas,3159
Ilocos Region,4155
Metro Manila,25855
Mimaropa,2720
Northern Mindanao,4048
Soccsksargen,3276
Unknown,≤100
Western Visayas,7160
Zamboanga Peninsula,2619
