Location name,Amount spent (USD)
Alabama,6721
Alaska,2197
Arizona,19508
Arkansas,5061
California,63265
Colorado,8641
Connecticut,6184
Delaware,1638
Florida,39653
Georgia,15454
Guam,≤100
Hawaii,1926
Idaho,6928
Illinois,27171
Indiana,13396
Iowa,5141
Kansas,6414
Kentucky,8326
Louisiana,7436
Maine,4921
Maryland,12081
Massachusetts,10310
Michigan,18707
Minnesota,17064
Mississippi,4865
Missouri,10479
Montana,2917
Nebraska,3292
Nevada,8111
New Hampshire,2613
New Jersey,15628
New Mexico,3197
New York,35973
North Carolina,16983
North Dakota,879
Northern Mariana Islands,≤100
Ohio,16765
Oklahoma,8229
Oregon,7564
Pennsylvania,28585
Puerto Rico,≤100
Rhode Island,1375
South Carolina,7757
South Dakota,1666
Tennessee,10650
Texas,46084
Unknown,≤100
Utah,4763
Vermont,1504
Virgin Islands (U.S.),≤100
Virginia,19119
Washington,12751
"Washington, District of Columbia",9569
West Virginia,3423
Wisconsin,9988
Wyoming,1083
