Location name,Amount spent (TRY)
Adana Province,42674
Adıyaman Province,4686
Afyonkarahisar Province,13394
Aksaray Province,9945
Amasya Province,4423
Ankara Province,88184
Antalya Province,43203
Ardahan Province,1184
Artvin Province,4171
Aydın Province,14376
Ağrı Province,2018
Balıkesir Province,22552
Bartın Province,3042
Batman Province,5658
Bayburt Province,606
Bilecik Province,3079
Bingöl Province,1055
Bitlis Province,1196
Bolu Province,6855
Burdur Province,3601
Bursa Province,67962
Denizli Province,16491
Diyarbakır Province,9116
Düzce Province,9560
Edirne Province,9287
Elazığ Province,6066
Erzincan Province,4362
Erzurum Province,16778
Eskişehir Province,17177
Gaziantep Province,25279
Giresun Province,7778
Gümüşhane Province,1307
Hakkâri Province,677
Hatay Province,13903
Isparta Province,6976
Istanbul Province,426962
Iğdır Province,803
Kahramanmaraş Province,10100
Karabük Province,6456
Karaman Province,4325
Kars Province,1439
Kastamonu Province,16298
Kayseri Province,27120
Kilis Province,2708
Kocaeli Province,38909
Konya Province,41586
Kütahya Province,6611
Kırklareli Province,3839
Kırıkkale Province,6104
Kırşehir Province,2673
Malatya Province,5014
Manisa Province,21939
Mardin Province,4270
Mersin Province,60860
Muğla Province,18028
Muş Province,1047
Nevşehir Province,2390
Niğde Province,4171
Ordu Province,12835
Osmaniye Province,6595
Rize Province,11996
Sakarya Province,7241
Samsun Province,25869
Siirt Province,1909
Sinop Province,3652
Sivas Province,22862
Tekirdağ Province,11695
Tokat Province,7973
Trabzon Province,18409
Tunceli Province,481
Unknown,9651
Uşak Province,8376
Van Province,6595
Yalova Province,5740
Yozgat Province,8869
Zonguldak Province,10726
Çanakkale Province,7429
Çankırı Province,4920
Çorum Province,20261
İzmir Province,75072
Şanlıurfa Province,15116
Şırnak Province,2119
