Location name,Amount spent (CZK)
Central Bohemian Region,6205
Hradec Králové Region,2550
Karlovy Vary Region,1362
Liberec Region,2535
Moravian-Silesian Region,6406
Olomouc Region,3708
Pardubice Region,2278
Plzeň Region,3182
Prague,15598
South Bohemian Region,2923
South Moravian Region,7263
Unknown,≤100
Vysočina Region,2552
Zlín Region,2450
Ústí nad Labem Region,4059
