Location name,Amount spent (VND)
An Giang Province,4962
Bà Rịa–Vũng Tàu Province,25523
Bình Dương Province,20048
Bình Phước Province,4534
Bình Thuận Province,7299
Bình Định Province,4912
Bạc Liêu Province,3160
Bắc Giang Province,4367
Bắc Kạn Province,166
Bắc Ninh Province,4475
Bến Tre Province,4055
Cao Bằng Province,267
Cà Mau Province,5552
Cần Thơ,123889
Da Nang,122911
Gia Lai Province,119249
Haiphong,169531
Ho Chi Minh City,792514
Hà Giang Province,194
Hà Nam Province,3886
Hà Tĩnh Province,1738
Hòa Bình Province,400
Hưng Yên Province,3033
Hải Dương Province,3968
Hậu Giang Province,2147
Khánh Hòa Province,20414
Kiên Giang Province,9122
Kon Tum Province,44348
Lai Châu Province,195
Long An Province,4839
Lào Cai Province,3110
Lâm Đồng Province,6147
Lạng Sơn Province,816
Nam Định Province,4704
Nghệ An Province,7268
Ninh Bình Province,7072
Ninh Thuận Province,3742
Phú Thọ Province,1518
Phú Yên Province,3555
Quảng Bình Province,1895
Quảng Nam Province,9797
Quảng Ngãi Province,4032
Quảng Ninh Province,163057
Quảng Trị Province,2382
Sóc Trăng Province,9193
Sơn La Province,1022
Thanh Hóa Province,14850
Thái Bình Province,1252
Thái Nguyên Province,6770
Thừa Thiên–Huế Province,134615
Tiền Giang Province,6612
Trà Vinh Province,2681
Tuyên Quang Province,551
Tây Ninh Province,6080
Vĩnh Long Province,3085
Vĩnh Phúc Province,2058
Yên Bái Province,1523
Điện Biên Province,609
Đắk Lắk Province,248070
Đắk Nông Province,1654
Đồng Nai Province,28407
Đồng Tháp Province,4905
