Location name,Amount spent (JPY)
Aichi Prefecture,16406
Akita Prefecture,1952
Aomori Prefecture,1394
Chiba Prefecture,20705
Ehime Prefecture,2246
Fukui Prefecture,2023
Fukuoka Prefecture,30698
Fukushima Prefecture,3252
Gifu Prefecture,11434
Gunma Prefecture,2997
Hiroshima Prefecture,4899
Hokkaido,8961
Hyōgo Prefecture,13478
Ibaraki Prefecture,4620
Ishikawa Prefecture,2799
Iwate Prefecture,2049
Kagawa Prefecture,2231
Kagoshima Prefecture,2892
Kanagawa Prefecture,27212
Kumamoto Prefecture,6481
Kyoto Prefecture,7355
Kōchi Prefecture,981
Mie Prefecture,2867
Miyagi Prefecture,13278
Miyazaki Prefecture,2570
Nagano Prefecture,4179
Nagasaki Prefecture,7186
Nara Prefecture,2768
Niigata Prefecture,3264
Okayama Prefecture,5329
Okinawa Prefecture,6635
Osaka Prefecture,20687
Saga Prefecture,3819
Saitama Prefecture,14371
Shiga Prefecture,2845
Shimane Prefecture,1091
Shizuoka Prefecture,6823
Tochigi Prefecture,3434
Tokushima Prefecture,1586
Tokyo,79628
Tottori Prefecture,740
Toyama Prefecture,1607
Unknown,≤100
Wakayama Prefecture,1669
Yamagata Prefecture,2006
Yamaguchi Prefecture,3616
Yamanashi Prefecture,1953
Ōita Prefecture,5359
