Page ID,Page name,Disclaimer,Amount spent (GTQ),Number of ads in Library
167924689961661,Unidad Nacional de la Esperanza,Unidad Nacional de la Esperanza,39465,110
196258110831945,Partido Valor,Partido Valor,21352,37
331961940541181,Partido Victoria,Partido Político Victoria,10404,8
187073013532,Partido VIVA,Partido Político VIsión con Valores VIVA.,8192,28
161800283848513,CREO,CREO,8152,6
142373979127061,Partido Unionista,Partido Unionista,7812,57
274120089379114,Edmond Mulet,Edmond Mulet,7242,16
108582952182028,Guate Decide,Guate Decide,3447,9
102762215788405,VOS.gt,VOS.gt,2771,4
110226594945647,Partido BIEN,Partido BIEN,1760,21
268285610002238,FCN Nación,FCN Nación,1349,3
114227945284581,De Frente Por Guate,The Advertising Strategists,1155,3
1882597935332956,Partido VAMOS,Partido VAMOS,596,5
96594798704,Movimiento Cívico Nacional - MCN,Movimiento Cívico Nacional,585,3
436246383083297,TODOS,TODOS,578,1
100169482992019,Sebastián Arzú,Sebastián Arzú,467,3
106414945477006,TODOS Nueva Concepción,TODOS Nueva Concepción,405,18
744048319050593,Partido Humanista de Guatemala -PHG-,Partido Humanista de Guatemala -PHG-,392,11
105946259158286,Arias Consultores Guatemala,Arias Consultores,392,71
110582257361172,Partido Azul,Partido Azul,383,12
115866788164577,Podemos Wiliam NOE Rivera,Bienpilas.com,340,7
111055994050917,E-data,E-data,323,7
1612828795636861,Movimiento Semilla,Movimiento Semilla,294,12
116255971414800,Política Migración,Política Migración,247,1
115947938103372,Epicentro News,Epicentro News,230,1
1710300235853890,Noticiero El Vigilante,Noticiero El Vigilante,178,2
107390778294561,Lewis Logan-Podemos Escuintla,Lewis Logan-Podemos Escuintla,178,16
102267512735628,Nosotros Petén,Nosotros Petén,164,7
1212640285520369,Asociación Política Caminemos,Asociación Política Caminemos,152,1
754661271544464,El Sol de Mixco,El Sol de Mixco,144,4
1466927680295354,Otrans Guatemala,Otrans Guatemala,135,3
100228912981471,PAN - Partido de Avanzada Nacional,PAN - Partido de Avanzada Nacional,120,6
142556265766634,Guatemala Visible,Guatemala Visible,112,1
100959499644323,Cambio Cobán oficial,Cambio Cobán oficial,110,1
104383898835101,Hagamosgrandeizabal,Hagamosgrandeizabal,≤100,2
174740409237665,TSE Guatemala,These ads ran without a disclaimer,≤100,3
115437731462293,WINAQ Jocotenango,WINAQ Jocotenango,≤100,1
333731437290922,La Critica Gt,La Critica Gt,≤100,2
101372268406640,Unión Republicana,Unión Republicana,≤100,2
100567842339226,Noticias URNG Maíz,Noticias URNG Maíz,≤100,2
113365157671290,Unionista Depto. Chimaltenango,Unionista Depto. Chimaltenango,≤100,2
106973888244381,Alerta Guatemala,These ads ran without a disclaimer,≤100,1
101384729602875,Vamos Salcajá,Vamos Salcajá,≤100,7
117146744648463,Con el Lic Villatoro la Antigua / Sí Cambia /,Con el Lic Villatoro la Antigua / Sí Cambia /,≤100,1
102764015939243,Rosario Menéndez,Rosario Menéndez,≤100,1
115517391506168,Ciudad de Guatemala,Ciudad de Guatemala,≤100,2
238268799547266,TV Azteca Guatemala,TV Azteca Guatemala,≤100,3
100891681739204,Javier Carbajal,Javier Carbajal,≤100,5
109686355198792,San Diego Nos UNE,San Diego Nos UNE,≤100,3
525567127792341,Miestorcito Alegre T.V.,These ads ran without a disclaimer,≤100,1
765790550460228,Comité Cívico Justicia,Comité Cívico Justicia,≤100,2
245152552653449,Heterosexual y Feliz por ello,These ads ran without a disclaimer,≤100,1
109854858755537,Irrain Corado,Irrain Corado,≤100,2
100607049331121,Podemos Villa Nueva,Podemos Villa Nueva,≤100,1
102894939469958,Diputado Chiquimula VIVA,Efectiva Hosting,≤100,2
341441999835173,La Plaza 2015,La Plaza 2015,≤100,1
1849068175149032,Movimiento Político WINAQ,Movimiento Político WINAQ,≤100,2
2363255300363966,Informativo Guate,Informativo Guate,≤100,1
391831020911364,Luis Carlos Rivero - Fondista -,Luis Carlos Rivero - Fondista -,≤100,2
101834689161496,Partido VALOR Chichicastenango,Partido VALOR Chichicastenango,≤100,2
124903597538641,Asociación ixim,Asociación ixim,≤100,2
261916021420988,No más de lo mismo,These ads ran without a disclaimer,≤100,1
119719034446283,Viva San Raymundo,These ads ran without a disclaimer,≤100,1
116218431429905,Octavio Artemio de León Delgado,Octavio Artemio de León Delgado,≤100,2
281554395331686,República,"Republica GT, S.A.",≤100,6
109158432159305,Guate news,These ads ran without a disclaimer,≤100,1
114431391609852,Partido Político Nosotros El Palmar,Partido Político Nosotros El Palmar,≤100,2
103946542707623,Carla tezo,These ads ran without a disclaimer,≤100,1
102205156104079,Ludin  el ganador,Ludin  el ganador,≤100,1
103115816090247,Susseth Mérida,Susseth Mérida,≤100,1
19746387261,Humane Society International,These ads ran without a disclaimer,≤100,2
127324563607442,Emerson García,Emerson García,≤100,3
104913179078389,FCN Raxruhá,These ads ran without a disclaimer,≤100,1
101575916264675,Ely Coronado,These ads ran without a disclaimer,≤100,1
215010858641767,Chapinespadelante,These ads ran without a disclaimer,≤100,1
358481724165689,UTS International Students,These ads ran without a disclaimer,≤100,1
107592792281275,Valor Nentón,Valor Nentón,≤100,4
108091988358295,Travels All Abroad,These ads ran without a disclaimer,≤100,3
