Location name,Amount spent (UYU)
Artigas Department,137
Canelones Department,365
Cerro Largo Department,170
Colonia Department,160
Durazno Department,104
Flores Department,≤100
Florida Department,≤100
Lavalleja Department,≤100
Maldonado Department,185
Montevideo Department,4939
Paysandú Department,155
Rivera Department,423
Rocha Department,102
Río Negro Department,≤100
Salto Department,237
San José Department,≤100
Soriano Department,≤100
Tacuarembó Department,147
Treinta y Tres Department,109
