Location name,Amount spent (NZD)
Auckland Region,4922
Bay of Plenty Region,987
Canterbury,1733
Cook Islands,≤100
Gisborne District,139
Hawke's Bay,586
Manawatu-Wanganui,702
Marlborough Region,120
Nelson Province,177
Niue,≤100
Northland Region,521
Otago,592
Southland,258
Taranaki,316
Tasman District,107
Unknown,≤100
Waikato,1248
Wellington Region,1347
West Coast,≤100
