Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
110627367235865,Australian Government,Australian Government,7527,25
102329728050606,Yes23,Yes23,4870,80
334563333634959,Australian Government Department of Education,Australian Government Department of Education,4060,4
532962446729390,Australian Families,Department of Social Services,3907,49
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,3678,300
299753643444311,AEC,Australian Electoral Commission,3659,22
101589645013040,Thrive by Five,Thrive By Five,3145,20
108695110952294,Greens MPs,Greens MPs,2454,20
494820897261439,Bank Australia,Bank Australia,1829,75
225761522187219,Turning Point Australia,Turning Point Australia Pty Ltd,1623,71
266250683397747,Queensland Treasury,Queensland Treasury,1536,89
182564410468,Australia for UNHCR,Australia for UNHCR,1515,91
160054227468,World Vision Australia,World Vision Australia,1461,15
233539463360143,Mining & Energy Union,CFMEU Mining & Energy,1456,12
1622506634677043,Senator Jacinta Nampijinpa Price,Jacinta Nampijinpa Price,1449,24
104180525925926,Fair Australia,Advance Australia,1222,31
174666115898903,Jerome Laxale MP,Jerome Laxale,1193,16
161854162881,Greenfleet,Greenfleet,1191,17
1776727752614025,Glencore,Glencore Australia,1140,12
125686330922725,Western Power,Western Power Corporation,1065,4
92824008332,Plan International Australia,Plan International Australia,1000,46
150531471706491,Tasmanian Electoral Commission,Tasmanian Electoral Commission,986,2
129819533748295,Andrew Leigh MP,Andrew Leigh MP,974,5
89794331215,Oxfam,Oxfam Australia,964,74
256684855281573,James Stevens MP,James Stevens MP,939,16
105140971475089,Chuffed.org - Australia,Chuffed.org,937,4
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,893,13
191570179167,Catherine Hamlin Fistula Foundation,Catherine Hamlin Fistula Foundation,808,36
362805317148988,Keith Pitt,Keith Pitt,743,6
223820240968967,Western Australian Electoral Commission,Western Australian Electoral Commission,737,2
117806591312470,Not Enough,Advance Australia,707,18
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,692,36
341910905847062,Asylum Seeker Resource Centre (ASRC),Asylum Seeker Resource Centre (ASRC),652,67
103793788825307,Dr Monique Ryan,Monique Ryan,624,18
1621692424754301,Minderoo Foundation,Minderoo Foundation,609,2
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,592,12
107492935010781,Kylea Tink for North Sydney,Kylea Tink,587,7
119271104477423,Save Your Local Pharmacy,The Pharmacy Guild of Australia,583,13
350996037887,Beyond Zero Emissions,Beyond Zero Emissions,583,12
387624131383295,Dept of Communities and Justice NSW - stronger together,Department of Communities and Justice,582,3
666041500505740,IBAC Victoria's Independent Broad-based Anti-corruption Commission,IBAC,569,1
101791315693,Destiny Rescue,Destiny Rescue,563,15
423722634317667,Scott Buchholz MP,Scott Buchholz MP,545,6
1513078735604544,Dept of Communities and Justice NSW - safer together,Department of Communities and Justice,507,2
8422338499,The Wilderness Society,The Wilderness Society,502,43
191414167860517,David Littleproud MP,David Littleproud MP,501,26
49453745631,Amnesty International Australia,Amnesty International Australia,499,31
2094721964134949,Senator Paul Scarr,Senator Paul Scarr,471,1
12173141558,Amanda Rishworth MP,Amanda Rishworth MP,465,7
536780606335962,Michelle Landry,Michelle Landry,437,5
90728602000,Greening Australia,Greening Australia,434,20
275866669090583,South Australian Liberal Party,South Australian Liberals,418,8
10852627380,World Animal Protection Australia,World Animal Protection Australia,416,15
195538532456,UNICEF Australia,UNICEF Australia,415,9
523586527672529,Annastacia Palaszczuk MP,Annastacia Palaszczuk MP,412,10
231341250224498,Australian Ethical Investment,Australian Ethical Investment,402,61
125812604095801,Invasive Species Council,Invasive Species Council,388,160
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,371,9
1670517743250253,Save the Daintree Rainforest,Rainforest 4 Foundation Ltd,365,121
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,361,2
33463928664,International Women's Development Agency - IWDA,IWDA,360,21
471390022952217,APPEA - Our Natural Advantage,APPEA,353,88
352953834815624,Jason Wood MP,Jason Wood MP,351,8
345960425540557,The Climate Council,The Climate Council,347,73
36002998891,City of Sydney,City of Sydney,341,6
149648047339,Save the Children Australia,Save the Children Australia,338,22
418405098224592,350.org Australia,350.org Australia,325,31
59024478936,Monash University,Monash University,312,6
104936088727424,Sam Birrell MP,Sam Birrell MP,287,3
948595148496917,Andrew Hastie,Andrew Hastie,286,13
191151434373471,Senator Sue Lines,Senator Sue Lines,285,1
135933556447881,Australian Republic Movement,Australian Republic Movement,282,1
936147539773859,Great Barrier Reef Foundation,Great Barrier Reef Foundation,279,4
2232624883416629,Melissa McIntosh MP,Melissa McIntosh MP,277,12
1466035070293582,Alex Hawke MP,Alex Hawke MP,270,2
134712696593275,Dan Andrews,Daniel Andrews MP,268,27
118388888197666,Ed Husic MP,Ed Husic MP,256,10
552968198133394,Peter Dutton,Peter Dutton MP,249,3
694832627392516,Prime Super,Prime Super,249,89
1766598643576242,Place Score,PLACESCORE,246,45
200819325600,ActionAid Australia,ActionAid Australia,243,17
49991482906,Tearfund Australia,Tearfund Australia,243,41
272757739102,Engineers Australia,Engineers Australia,241,12
100356216050100,Family First Party Australia,Family First Party Australia Ltd,238,10
100385049145414,Allegra Spender,Allegra Spender MP,230,7
157812980921536,Environmental Defenders Office,Environmental Defenders Office,222,70
160021291752,Environment Victoria,Environment Victoria,222,6
1606513883009154,Kerrynne Liddle - Liberal Senator for SA,Senator Kerrynne Liddle,211,3
373523642668552,Energy - Queensland,Department of Energy and Public Works,207,48
100386440297052,UNSW Medicine & Health,UNSW Medicine & Health,205,1
105348385388237,Senator Babet,Ralph E D Babet,195,4
1734173853529152,Queensland Family and Child Commission,Queensland Family and Child Commission,193,4
845410525497100,Launch Housing,Launch Housing,191,38
162107547181406,LNP - Liberal National Party,Liberal National Party of Queensland,188,28
218519706184,NSW Police Force,NSW Police Force,185,4
21591025194,The University of Melbourne,The University of Melbourne,180,7
10113538711,WWF-Australia,WWF-Australia,177,3
18812418320,Marie Claire Australia,These ads ran without a disclaimer,175,4
461218903956271,Sperm Donors Australia,Sperm Donors Australia,171,15
274102972728043,Matt Keogh,Matt Keogh MP,169,5
1989373424630784,Bridging the Gap Foundation,Bridging the Gap Foundation,168,5
54879226285,Teach For Australia,Teach For Australia,167,58
290190314438,The West Australian,The West Australian,164,5
113174381629359,Alcoa Australia,Alcoa Australia,160,9
268606619928735,Voice of the Martyrs Australia,Voice of the Martyrs Australia,159,4
133570433378147,Roger Cook,WA Labor,154,4
143359625694786,Baptist World Aid Australia,Baptist World Aid Australia,146,29
117058357932949,Constitutional Equality,Constitutional Equality,142,13
145262132264710,Angus Taylor MP,Angus Taylor MP,141,1
759333260797196,Libby Mettam,Libby Mettam,139,1
122095051312967,Tim Read MP,Tim Read MP,136,1
184778112152,WaterAid Australia,WaterAid Australia,134,77
107587478243450,Zaneta Mascarenhas MP,Zaneta Mascarenhas MP,134,7
2383045228374491,CPAC Australia,Conservative Political Action Network Ltd,134,14
233782593477030,Mark Furner MP for Ferny Grove,Mark Furner MP,129,9
502649159770974,Tim Watts MP,Tim Watts MP,129,3
447447719391089,Health Care Providers Association,Health Care Providers Association,128,1
401831286908971,Will Fowles MP,Will Fowles MP,127,6
328245481103110,Senator Alex Antic,Alex Antic,127,8
160089444042253,WA Labor,WA Labor,127,3
287789063686,Brendan O'Connor MP,Brendan O'Connor MP,126,3
788385304507966,Joe Kelly MP,Joe Kelly MP,125,8
107195068310899,Sally Sitou MP 陈莎莉,Sally Sitou,124,8
102453932266472,Aaron Violi MP,Aaron Violi MP,124,19
105922411114130,Compass.info,Compass.info,124,3
316480331783930,Australian Unions,Australian Unions,121,29
203933633277603,Meaghan Scanlon MP,Meaghan Scanlon - Member for Gaven,120,1
255774254930728,Bart Mellish MP,Bart Mellish MP,120,7
198538033525283,deadly stories,"Department of Seniors, Disability Services and Aboriginal and Torres Strait Islander Partnership",118,9
103650197726925,Ali King MP,Ali King MP State Member for Pumicestone,117,7
1483396328456198,Acciona.Australia,ACCIONA Australia,115,10
148322645565800,Andrew Wallace - LNP Federal Member for Fisher,Andrew Wallace MP,115,1
76212817063,CARE Australia,CARE Australia,114,15
537762462924537,Anthony Albanese,Anthony Albanese,114,7
368552196683031,Growing Queensland,"Department of State Development, Infrastructure, Local Government and Planning",113,2
159541697531443,Mark Ryan MP,Mark Ryan,112,7
265498050194976,School for Life Foundation,School for Life Foundation,112,55
204751982883846,Senator Michaelia Cash,Senator Michaelia Cash,111,1
467602216674884,Chris Whiting MP,Chris Whiting MP,108,10
407342052721239,McCain Foods Australia,These ads ran without a disclaimer,105,1
107939487783753,Garth Hamilton MP,Garth Hamilton MP,104,4
206540052690401,Jean Hailes for Women's Health,Jean Hailes for Women's Health,104,5
307014179414836,David Speirs MP,David Speirs MP,103,2
486290621414640,Australian Government Department of Health and Aged Care,Australian Government Department of Health,102,2
105084998845350,BPH Energy,BPH ENERGY LTD,102,69
580435042016921,Brian Mitchell MP - Federal Member for Lyons,Brian Mitchell  MP,102,7
1653567181523741,Greater Cities Commission,Greater Cities Commission,≤100,8
100492139310916,Australian Assange Campaign,Australian Assange Campaign,≤100,3
108381455902627,Australian Christian Lobby,Australian Christian Lobby,≤100,5
1855851714645497,Grata Fund,Grata Fund,≤100,3
1818348581826942,The Literacy for Life Foundation,Literacy for Life Foundation,≤100,1
655944151127130,SBS Cantonese 廣東話節目,Special Broadcasting Service,≤100,18
504855933190931,Time for Change - Change Aged Care,United Workers Union,≤100,25
612853245438547,Mick de Brenni,Mick de Brenni,≤100,7
329777267205680,ACT Government,ACT Government,≤100,3
581606621934473,International Justice Mission,International Justice Mission Australia,≤100,4
173168582700205,SBS中文,SBS Mandarin中文普通话,≤100,14
104910384328602,Binge,Streamotion Pty Ltd,≤100,4
356113427813761,Kevin Hogan MP,Kevin Hogan MP,≤100,5
376006035816016,Storyworth,These ads ran without a disclaimer,≤100,1
231818983678379,Jennifer Howard MP,Jennifer Howard MP,≤100,7
280996218747910,Tim Richardson,Tim Richardson,≤100,8
1533558346882013,Scott Stewart MP - Member for Townsville,Scott Stewart MP,≤100,7
263665090825710,Barry O'Rourke - Member for Rockhampton,Barry O'Rourke MP,≤100,4
205615536167683,SA Health,SA Health,≤100,12
11775531229,The Chaser,The Chaser,≤100,4
114334172620940,Katie Hall MP,Katie Hall MP,≤100,5
1288890704497039,James Newbury MP,James Benjamin Kingsley Newbury,≤100,1
103143595936910,Ryan Batchelor MP,Ryan Batchelor MP,≤100,4
112129948486119,National Poll,Curious Minds Media Pty Ltd,≤100,5
123597645479,Australian Childhood Foundation,Australian Childhood Foundation,≤100,19
211018298919743,Environmental Justice Australia,Environmental Justice Australia,≤100,12
396894457756694,The Down Low,Organon,≤100,22
106927325413571,John Berger MP,John Berger MP,≤100,4
93698535865,Toowoomba Region,Toowoomba Regional Council,≤100,2
100314522404427,Andrew Willcox MP,Andrew Willcox MP,≤100,2
395174637282859,Yvette D'Ath MP,Yvette D'Ath MP,≤100,9
125627804305487,Rick Wilson,Rick Wilson,≤100,2
181392055262325,Make It Wood,Make It Wood,≤100,1
150698155004187,Senator Louise Pratt,Senator Louise Pratt,≤100,5
101791443183,Melbourne Water,Melbourne Water,≤100,4
204577003549168,Kate Thwaites MP,Kate Thwaites MP,≤100,13
516047178492348,Shannon Fentiman MP,Shannon Fentiman,≤100,7
104484451176385,Steve Martin MLC,Steven John Martin,≤100,1
1568113776764144,Julieanne Gilbert Member for Mackay,Julieanne Gilbert MP,≤100,3
109064267654080,Senator Dorinda Cox,Senator Dorinda Cox,≤100,3
332509390785960,Angie Bell MP,Angie Bell MP,≤100,1
1256779447739574,Corrine McMillan MP - State Member for Mansfield,Corrine McMillan MP,≤100,8
372842266568995,Kat Theophanous MP,Kat Theophanous MP,≤100,4
363375540400009,Linda Burney,Linda Burney,≤100,9
1915186665431831,Charis Mullen MP,Charis Mullen MP,≤100,7
286377921487406,Stirling Hinchliffe MP,Stirling Hinchliffe,≤100,7
394508164021609,Peter Russo MP - Toohey,Peter Russo MP,≤100,3
484865984976254,ClickCease by CHEQ,These ads ran without a disclaimer,≤100,1
101242369463631,MSI Asia Pacific,MSI Asia Pacific,≤100,7
139174417547253,The Week on Wednesday,Benjamin John Davison,≤100,9
147857038577340,Australian Education Union Victoria,Australian Education Union Victorian Branch,≤100,2
345472159432126,James Martin MP,James Martin MP,≤100,4
136441724510,Humane Society International Australia,Humane Society International Australia,≤100,3
113998151684022,Referendum News,Advance Australia,≤100,8
382517738472842,Give Freedom International,Give Freedom International,≤100,12
1534219783464358,Cameron Dick MP,Cameron Dick MP,≤100,7
247062522139479,Nikki Boyd MP,Nikki Boyd MP,≤100,8
116786317962336,Powerhouse Parramatta,Powerhouse Museum,≤100,1
107664064169906,Lance McCallum MP,Lance McCallum MP,≤100,1
330315904370434,Senator Marielle Smith,Senator Marielle Smith,≤100,2
544041956063892,Health Studies Australia,Health Studies Australia,≤100,2
167017986671102,Samaritans,Samaritans Foundation,≤100,3
108503834861027,Matt Burnell MP,Matt Burnell MP,≤100,5
121201504755819,Animal Justice Party AJP Victoria,Animal Justice Party,≤100,25
325083185784,Minus18,Minus18,≤100,9
1524698857748303,Steven Miles,Steven Miles,≤100,3
391992950856411,KU Children's Services,KU Children's Services,≤100,3
159082219490,Australian Youth Climate Coalition,Australian Youth Climate Coalition,≤100,2
399509993393842,Senator Anne Ruston,Senator Anne Ruston,≤100,9
220677281357963,Leanne Linard MP,Leanne Linard MP,≤100,2
166663303514630,Musicians Australia,Musicians Australia,≤100,4
395201170875812,Colin Boyce MP,Colin Boyce MP,≤100,4
419632568108398,Australian Citizens Party,Australian Citizens Party,≤100,4
206759496177133,Ellen Sandell MP,Ellen Sandell MP,≤100,1
139098866100198,Merri-bek City Council,Merri-bek City Council,≤100,8
740083362711653,Joan Pease MP,Joan Pease MP,≤100,7
104936647887384,IDEA,IDEA Academy,≤100,3
610382465785726,Madeleine King MP,Madeleine King MP,≤100,1
117241141903,Barnardos Australia,These ads ran without a disclaimer,≤100,4
1414406035466037,Jeremy Rockliff,Jeremy Rockliff,≤100,3
273767159580,Physical Disability Council of NSW,Physical Disability Council of NSW,≤100,3
1767975046782781,Jackson Taylor MP,Jackson Taylor MP,≤100,11
110478938386199,Ed Cocks MLA,Ed Cocks MLA,≤100,30
107890457675113,Lisa Munday MLA,Lisa Munday MLA,≤100,4
336275459877992,Bruce Saunders,Bruce Mark Saunders,≤100,7
2005862956345687,Gary Maas MP,Gary Maas MP,≤100,2
396892697109784,Michael Healy MP,Michael Healy MP,≤100,7
100241315542884,Territory Rivers: Keep 'em Flowing,Territory Rivers,≤100,7
214580121886337,The Ethics Centre,The Ethics Centre,≤100,5
317158175535179,BitLife,These ads ran without a disclaimer,≤100,4
194784127232544,SBS Arabic24,SBS Arabic24,≤100,4
113115292085361,DrinkWise,DrinkWise,≤100,5
222638564548274,"Environment, Planning and Sustainable Development","ACT Government (Environment, Planning and Sustainable Development Directorate)",≤100,4
246244719386767,Yourtoolkit.com,Your Toolkit,≤100,13
122271967535458,Jan For Fadden,Australian Citizens Party,≤100,7
726565307466774,Peta Murphy MP Federal Member for Dunkley,Peta Murphy MP Federal Member for Dunkley,≤100,3
172094012830551,Australian Paralympic Team,Paralympics Australia,≤100,5
539690296167013,Dr Christian Rowan MP,Dr Christian Rowan MP,≤100,3
8013404017,Crikey,Private Media,≤100,8
361491373921077,Solar Citizens,Solar Citizens,≤100,6
44295826958,Australian Marine Conservation Society,Australian Marine Conservation Society,≤100,1
207541546410,AWU - Australian Workers' Union,Australian Workers Union,≤100,5
107988174183620,Jailing is Failing,Justice Reform Initiative,≤100,1
1391345791086871,Jason Yat-sen Li MP,JASON YAT-SEN LI,≤100,4
114056377451505,Senator Tammy Tyrrell,Senator Tammy Tyrrell,≤100,2
