Location name,Amount spent (EUR)
Burgenland,241
Carinthia,452
Lower Austria,1098
Salzburg,503
Styria,1267
Tyrol,523
Unknown,≤100
Upper Austria,2045
Vienna,2335
Vorarlberg,380
