Location name,Amount spent (CZK)
Central Bohemian Region,57073
Hradec Králové Region,25056
Karlovy Vary Region,13877
Liberec Region,20940
Moravian-Silesian Region,55856
Olomouc Region,28687
Pardubice Region,23709
Plzeň Region,27666
Prague,80927
South Bohemian Region,28224
South Moravian Region,59488
Unknown,≤100
Vysočina Region,22904
Zlín Region,25666
Ústí nad Labem Region,42521
