Location name,Amount spent (NZD)
Auckland Region,6076
Bay of Plenty Region,988
Canterbury,1812
Cook Islands,≤100
Gisborne District,131
Hawke's Bay,739
Manawatu-Wanganui,806
Marlborough Region,150
Nelson Province,248
Niue,≤100
Northland Region,583
Otago,641
Southland,335
Taranaki,365
Tasman District,141
Tokelau,≤100
Unknown,≤100
Waikato,1350
Wellington Region,1311
West Coast,104
