Location name,Amount spent (NZD)
Auckland Region,1588
Bay of Plenty Region,388
Canterbury,664
Gisborne District,≤100
Hawke's Bay,195
Manawatu-Wanganui,269
Marlborough Region,≤100
Nelson Province,101
Northland Region,193
Otago,326
Southland,132
Taranaki,147
Tasman District,≤100
Unknown,≤100
Waikato,497
Wellington Region,516
West Coast,≤100
