Location name,Amount spent (VND)
An Giang Province,78589
Bà Rịa–Vũng Tàu Province,129745
Bình Dương Province,126491
Bình Phước Province,108998
Bình Thuận Province,139790
Bình Định Province,204830
Bạc Liêu Province,35358
Bắc Giang Province,225616
Bắc Kạn Province,32561
Bắc Ninh Province,122595
Bến Tre Province,68868
Cao Bằng Province,38062
Cà Mau Province,58002
Cần Thơ,77856
Da Nang,205489
Gia Lai Province,137582
Haiphong,130051
Ho Chi Minh City,706852
Hà Giang Province,46236
Hà Nam Province,60529
Hà Tĩnh Province,175510
Hòa Bình Province,78491
Hưng Yên Province,94286
Hải Dương Province,244560
Hậu Giang Province,25783
Khánh Hòa Province,115366
Kiên Giang Province,71598
Kon Tum Province,51621
Lai Châu Province,15211
Long An Province,42986
Lào Cai Province,48048
Lâm Đồng Province,128124
Lạng Sơn Province,73652
Nam Định Province,123237
Nghệ An Province,366596
Ninh Bình Province,87002
Ninh Thuận Province,37891
Phú Thọ Province,295057
Phú Yên Province,58895
Quảng Bình Province,141170
Quảng Nam Province,215576
Quảng Ngãi Province,120793
Quảng Ninh Province,92052
Quảng Trị Province,72187
Sóc Trăng Province,42614
Sơn La Province,83344
Thanh Hóa Province,1145117
Thái Bình Province,151817
Thái Nguyên Province,121032
Thừa Thiên–Huế Province,230638
Tiền Giang Province,56986
Trà Vinh Province,43286
Tuyên Quang Province,317703
Tây Ninh Province,86754
Unknown,≤100
Vĩnh Long Province,28243
Vĩnh Phúc Province,97599
Yên Bái Province,108496
Điện Biên Province,52122
Đắk Lắk Province,239559
Đắk Nông Province,89428
Đồng Nai Province,155339
Đồng Tháp Province,53290
