Location name,Amount spent (USD)
Alabama,17856
Alaska,3180
American Samoa,≤100
Arizona,31042
Arkansas,9542
California,122347
Colorado,19954
Connecticut,9897
Delaware,3516
Florida,86725
Georgia,33775
Guam,≤100
Hawaii,3898
Idaho,6452
Illinois,40866
Indiana,23579
Iowa,14086
Kansas,12570
Kentucky,15816
Louisiana,18405
Maine,4434
Maryland,21486
Massachusetts,22139
Michigan,40249
Minnesota,18607
Mississippi,15653
Missouri,20587
Montana,4865
Nebraska,5630
Nevada,18571
New Hampshire,10328
New Jersey,40270
New Mexico,7825
New York,65958
North Carolina,39039
North Dakota,2090
Northern Mariana Islands,≤100
Ohio,62029
Oklahoma,15153
Oregon,14683
Pennsylvania,46225
Puerto Rico,≤100
Rhode Island,3849
South Carolina,21438
South Dakota,2340
Tennessee,27189
Texas,119544
Unknown,≤100
Utah,10958
Vermont,1764
Virgin Islands (U.S.),≤100
Virginia,30969
Washington,23656
"Washington, District of Columbia",9365
West Virginia,7645
Wisconsin,22033
Wyoming,1868
