Location name,Amount spent (TWD)
Changhua,6600
Chiayi,2129
Hsinchu,3320
Hsinchu City,5460
Hualien,2685
Kaohsiung,24298
Keelung City,2837
Kinmen,484
Lienchiang,≤100
Miaoli,3488
Nantou,3278
New Taipei City,37687
Penghu,583
Pingtung,4227
Taichung,28843
Tainan,15797
Taipei,30175
Taitung,1456
Taoyuan City,23129
Unknown,3696
Yilan,2502
Yunlin,4178
