Location name,Amount spent (USD)
Alabama,8183
Alaska,7393
American Samoa,≤100
Arizona,30369
Arkansas,6284
California,73913
Colorado,20039
Connecticut,7029
Delaware,2287
Florida,80494
Georgia,23452
Guam,≤100
Hawaii,4147
Idaho,8258
Illinois,30800
Indiana,16739
Iowa,7637
Kansas,7605
Kentucky,12201
Louisiana,11057
Maine,7425
Maryland,17550
Massachusetts,11866
Michigan,45039
Minnesota,21811
Mississippi,5757
Missouri,16299
Montana,6129
Nebraska,4136
Nevada,11010
New Hampshire,4378
New Jersey,20923
New Mexico,10101
New York,68883
North Carolina,28069
North Dakota,1517
Northern Mariana Islands,≤100
Ohio,30611
Oklahoma,9007
Oregon,11291
Pennsylvania,46076
Puerto Rico,≤100
Rhode Island,1829
South Carolina,9401
South Dakota,2013
Tennessee,20777
Texas,75645
Unknown,101
Utah,6449
Vermont,2206
Virgin Islands (U.S.),≤100
Virginia,22027
Washington,18122
"Washington, District of Columbia",8569
West Virginia,4995
Wisconsin,40489
Wyoming,1648
