Page ID,Page name,Disclaimer,Amount spent (AED),Number of ads in Library
664912510350355,Carter & White,These ads ran without a disclaimer,992,1
339630283160450,Al Tayer Motors Land Rover UAE,Al Tayer Motors Land Rover UAE,399,2
1175283209338350,Zayed The Inspirer,Zayed The Inspirer,340,5
193631434303282,Al Tayer Motors,Al Tayer Motors,251,1
1534982756793690,Foodvisor,These ads ran without a disclaimer,171,3
102384309389161,Celia Target,These ads ran without a disclaimer,131,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,1
874626875910047,Initiative Management Consultancy - IMC,These ads ran without a disclaimer,≤100,2
100471412651941,will.travel4art,These ads ran without a disclaimer,≤100,1
103719655935132,Samir Hs,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
102376402591903,nworaemenike,These ads ran without a disclaimer,≤100,1
106749458352222,afrikanizm_artgallery,These ads ran without a disclaimer,≤100,1
683227071739510,Camelia Entekhabifard,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
108835558335592,HimalPress,These ads ran without a disclaimer,≤100,1
435272526866135,North American Kurdish Alliance - NAKA,These ads ran without a disclaimer,≤100,1
98876727842,Cummins Inc,These ads ran without a disclaimer,≤100,1
669307523469574,EveryJew,These ads ran without a disclaimer,≤100,5
565225540184937,CGTN,These ads ran without a disclaimer,≤100,1
103789762224168,Xender emmanuel the  Internet Analyst,These ads ran without a disclaimer,≤100,1
111038061415914,rima.ginanjar,These ads ran without a disclaimer,≤100,1
1488749548049030,10 Tooba,These ads ran without a disclaimer,≤100,1
102582072617001,Yey Story,These ads ran without a disclaimer,≤100,1
198027330823239,FairKitchens,These ads ran without a disclaimer,≤100,1
101172741706127,ZPMC,These ads ran without a disclaimer,≤100,1
110204467007752,World Diplomatic for Justice & Peace Organization,These ads ran without a disclaimer,≤100,1
103772184933,Strategy International,These ads ran without a disclaimer,≤100,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
109662488246997,Explore Haikou,These ads ran without a disclaimer,≤100,1
