Location name,Amount spent (BRL)
Acre (state),274
Alagoas,814
Amapá,309
Amazonas,3964
Bahia,4017
Ceará,3370
Espírito Santo,1546
Federal District,1958
Goiás,2609
Maranhão,1610
Mato Grosso,1516
Mato Grosso do Sul,1555
Minas Gerais,8104
Paraná,6416
Paraíba,1270
Pará,3887
Pernambuco,4058
Piauí,807
Rio Grande do Norte,1219
Rio Grande do Sul,6039
Rio de Janeiro (state),8270
Rondônia,916
Roraima,185
Santa Catarina,3565
Sergipe,1153
São Paulo (state),25030
Tocantins,496
Unknown,≤100
