Location name,Amount spent (NOK)
Akershus,4813
Aust-Agder,735
Buskerud,1914
Finnmark,581
Hedmark,1218
Hordaland,3715
Møre og Romsdal,2041
Nord-Trøndelag,910
Nordland,2298
Oppland,1163
Oslo,11303
Rogaland,3309
Sogn og Fjordane,762
Sør-Trøndelag,2990
Telemark,1014
Troms,1313
Vest-Agder,2197
Vestfold,1545
Østfold,1921
